1000 4513
969 472 81
972 639 -379
186 29 43
13 226 -363
724 982 -810
771 974 840
635 627 876
707 198 -798
459 322 278
25 659 -83
495 681 -842
543 581 399
871 519 -736
558 292 -279
788 786 317
463 955 114
103 756 -367
836 659 664
357 527 -678
798 53 -657
382 298 -596
277 85 784
970 593 37
417 977 -826
553 27 -730
135 173 -549
767 773 -176
497 245 289
500 367 799
401 283 149
269 675 -678
754 954 572
195 956 -923
634 78 227
730 696 447
625 614 715
292 282 487
465 912 -607
479 820 -899
544 991 -303
662 676 128
389 252 574
764 282 -644
104 552 -725
856 826 -293
771 510 308
823 867 -893
354 111 -673
131 59 70
461 303 741
552 851 313
71 605 609
317 801 567
955 317 -294
930 125 106
803 167 175
287 189 -660
291 15 68
745 357 -413
656 184 -37
958 930 807
104 663 682
890 335 -436
935 950 -93
557 374 -632
543 12 903
849 381 -719
530 820 -938
894 583 -540
891 245 -487
96 509 481
102 891 391
748 844 -778
333 59 659
354 605 34
32 648 -833
206 623 -256
696 713 -7
569 86 751
737 938 635
19 786 -970
191 707 667
274 434 -340
714 777 373
182 10 -850
390 660 128
310 15 -222
393 578 -44
695 559 335
356 537 236
542 219 444
371 961 -806
222 131 -100
510 815 -996
89 186 428
86 40 820
91 285 -556
219 280 40
643 785 700
746 414 -573
5 554 3
745 728 -922
351 285 348
852 390 536
307 550 403
181 195 603
809 464 766
93 257 -118
795 943 867
687 445 189
876 479 488
309 246 -815
592 207 -502
499 125 314
381 75 -530
861 88 271
743 407 54
531 855 -148
446 788 -413
65 379 -585
848 530 588
889 879 693
802 473 2
697 24 252
918 688 989
837 814 59
686 470 925
681 614 560
377 194 -78
14 522 142
84 282 -384
117 374 -511
640 644 521
783 676 -298
213 610 -746
513 141 280
906 949 739
963 154 -510
459 452 -281
518 784 -233
238 375 -255
742 688 124
212 947 -695
311 34 -414
270 34 142
541 313 -785
207 826 472
457 665 701
580 312 -79
893 927 925
977 159 -520
600 400 115
270 123 98
710 553 56
796 46 -12
33 606 -203
456 845 835
714 700 302
82 982 257
802 871 -661
910 466 -976
169 705 318
770 858 -257
985 171 -297
569 776 943
796 343 726
512 437 -775
817 611 -134
859 751 906
490 313 -712
991 967 -905
823 83 427
115 917 -990
18 740 182
505 842 -381
683 660 283
974 687 -39
690 162 797
730 344 -241
803 313 -805
521 84 187
214 700 -243
134 349 -756
96 91 -304
329 230 82
586 906 689
618 857 453
682 745 340
709 101 -506
379 214 209
508 191 -402
411 839 -152
635 907 370
963 250 -893
411 80 231
747 259 164
197 482 601
979 925 249
154 156 -396
264 865 615
312 928 -704
141 595 -109
795 696 435
738 496 -790
638 331 -510
486 604 -267
10 475 5
901 541 959
861 485 -335
247 677 755
946 50 -203
515 626 435
867 735 -255
694 514 -124
602 122 -743
323 692 167
295 183 -908
68 698 479
685 285 415
976 671 609
555 458 -469
105 6 -719
113 57 179
547 974 -183
194 596 -275
970 992 265
822 805 86
962 987 45
180 119 450
869 470 -198
387 889 573
559 241 -552
103 119 984
928 817 983
789 514 -264
800 879 -183
41 835 255
713 607 -778
246 265 943
809 597 385
849 744 737
380 762 881
809 648 -678
267 207 -418
479 116 -61
394 166 -27
973 501 -485
678 345 -860
253 314 694
324 370 901
766 323 -684
834 331 -462
685 317 -248
82 651 -917
341 656 -338
374 418 131
92 263 746
16 536 -171
143 513 38
619 269 -553
338 411 -344
160 844 468
952 917 597
203 851 -637
765 157 -811
291 404 377
852 443 -275
68 960 -158
916 731 -771
408 421 775
144 422 -680
391 483 451
994 670 496
661 143 -133
600 408 -863
514 925 -967
742 193 -815
845 893 -817
477 574 201
22 607 783
313 128 -61
379 959 -479
377 336 290
300 990 -134
162 327 -714
885 570 644
481 587 -716
139 620 128
731 545 -238
990 482 423
438 679 -438
661 52 -231
124 23 120
663 827 -699
915 82 509
654 810 766
602 495 -454
988 731 299
455 513 442
786 307 550
621 265 872
205 641 -781
900 354 215
879 642 -663
885 830 777
743 860 -557
39 57 -519
617 24 -806
793 816 596
304 814 340
653 126 -853
309 570 -729
113 169 869
573 718 -260
402 984 409
604 726 -300
815 87 526
687 489 -95
277 70 -365
76 776 433
782 376 428
460 53 296
139 179 833
813 556 -1000
494 617 531
778 416 969
892 575 -756
249 176 597
238 752 428
601 847 134
994 961 -434
220 304 -492
603 3 -8
663 402 504
108 691 -112
580 921 -137
344 88 -247
36 556 266
63 179 656
370 353 714
186 875 320
519 187 -821
347 50 562
252 825 557
36 326 -473
647 447 750
897 824 484
186 234 -463
620 321 555
503 496 -930
472 476 -313
171 507 236
324 703 -957
962 345 270
973 176 -194
910 674 463
347 278 640
83 692 -125
408 120 311
278 79 -990
438 439 265
379 693 765
377 836 137
372 786 649
963 670 -184
539 756 -99
179 338 625
883 286 -342
172 297 -702
812 320 272
605 230 206
362 293 209
393 470 -696
369 913 -189
261 752 -985
651 783 -196
186 980 -886
138 829 790
303 479 -411
808 144 -429
599 563 -190
525 64 6
614 808 -34
902 843 -166
576 928 689
582 813 -131
709 831 -106
265 820 -547
170 991 -179
110 323 -342
321 422 -374
115 53 668
690 164 -445
76 175 286
340 663 -178
956 350 -545
188 184 -987
873 179 953
175 816 -172
629 589 -352
938 156 121
761 101 838
461 796 -447
166 876 262
175 575 -752
247 248 50
195 650 926
570 361 -76
274 166 145
466 85 -295
220 584 -716
468 122 -71
143 773 798
198 478 -896
353 91 322
158 942 -761
254 146 64
36 649 -553
661 787 902
287 424 793
786 945 -435
979 66 795
640 443 -671
55 227 321
372 993 473
311 50 -592
425 299 -308
618 917 -671
612 898 -375
193 52 370
19 390 522
551 719 -661
81 83 -562
419 791 723
748 969 -231
247 777 -790
619 127 -552
872 696 -441
583 967 -198
996 355 341
61 345 844
189 449 614
702 953 -626
90 762 536
292 799 609
414 521 -302
104 449 30
116 879 621
764 212 -453
543 75 486
76 682 -76
657 636 -563
572 156 -461
974 77 -835
830 220 -532
474 552 -486
655 60 549
623 538 -464
506 938 692
956 951 -604
227 773 -524
415 269 328
808 900 -58
60 562 579
3 892 586
489 790 764
341 513 803
120 438 -231
650 152 101
154 35 -396
897 593 -678
63 733 188
829 562 -201
184 595 -263
538 164 546
267 314 -930
449 697 566
656 177 -88
608 253 -336
718 466 93
853 967 -563
924 9 876
283 947 972
996 779 656
147 124 -486
350 871 -174
437 559 717
596 898 -644
247 443 -269
778 846 850
164 212 88
336 627 -921
962 437 -839
229 336 -885
297 508 -407
62 321 -245
813 445 -577
683 116 -960
677 69 -327
811 583 -25
566 807 592
726 666 -94
745 190 591
352 546 366
173 981 -653
951 579 729
968 191 -931
566 485 -512
739 89 352
657 945 -523
739 945 725
860 405 910
656 198 409
518 742 -116
295 765 131
46 284 582
450 867 -126
427 107 231
370 439 996
807 888 803
677 558 473
689 697 -518
395 562 912
146 433 505
384 756 -693
970 191 300
291 350 -299
412 706 997
200 412 211
259 708 50
682 262 -302
651 174 -599
193 426 341
235 102 -795
283 500 -868
133 807 566
522 758 151
574 676 -519
964 309 493
298 845 -121
425 610 59
172 791 286
209 817 -940
368 464 441
760 781 561
739 456 -459
110 773 -572
250 574 -572
114 843 -677
311 515 902
701 825 -172
331 944 94
985 614 -924
910 142 952
285 725 -165
872 83 -483
646 554 230
710 432 543
865 985 -173
459 610 -208
967 908 271
859 205 -253
576 116 -172
478 208 553
296 975 846
43 121 -512
360 336 -33
139 433 87
546 381 -735
494 799 415
334 177 754
149 961 -683
965 558 7
322 106 28
856 661 -980
699 820 401
593 611 900
453 546 -863
357 223 760
246 709 734
476 712 4
746 753 -70
752 701 -190
703 797 698
673 574 -821
487 125 -952
91 859 617
332 29 -398
695 921 42
554 95 32
939 332 -508
54 789 -600
558 391 -12
270 760 398
663 743 -359
860 391 -51
182 746 410
980 434 154
54 130 433
973 764 -275
367 88 -591
829 810 263
103 730 -42
707 409 -685
795 816 -541
97 419 -329
134 268 618
491 783 -160
768 127 950
148 34 711
755 851 -157
277 715 -324
751 25 -175
387 635 -426
171 527 -320
615 536 30
610 125 -985
633 604 373
760 500 507
938 127 -120
266 973 872
453 275 724
649 8 -1000
784 708 362
726 485 636
264 89 -649
445 625 -630
633 799 -937
424 863 -326
264 482 -983
437 215 -593
538 925 743
679 542 116
561 134 -300
970 348 -412
98 996 250
440 30 298
371 415 458
486 446 565
523 642 981
697 186 194
262 578 -460
492 963 -761
509 706 189
912 535 544
888 442 -714
473 596 -69
874 441 -805
369 788 796
269 523 -903
591 604 382
983 142 -51
76 835 -172
195 835 -498
288 772 740
894 36 -852
24 701 207
934 226 847
259 639 477
828 212 -266
311 915 -446
119 563 843
533 294 -427
227 787 432
876 960 -124
461 595 -244
453 488 -481
394 189 -843
510 561 -407
881 927 -59
491 732 130
72 356 -272
179 662 -719
155 196 396
471 565 -462
578 747 -920
77 259 -195
580 931 -900
130 267 -585
356 62 -118
992 356 392
675 75 539
413 900 419
637 363 -609
445 397 -391
386 159 -538
589 437 498
374 481 185
667 416 -80
242 831 -458
55 415 531
339 422 -215
78 84 248
417 40 322
622 790 203
673 747 -821
789 908 -173
791 186 -188
706 758 -866
295 690 706
880 872 -471
817 398 -483
939 225 -311
362 494 -501
668 870 822
105 665 171
296 878 -326
97 612 -356
90 999 158
717 489 763
510 776 314
787 265 -401
305 748 348
446 895 690
648 809 -583
35 237 -121
297 939 953
147 782 580
849 934 -950
990 137 876
317 580 812
461 402 -999
732 330 -86
800 747 -319
698 718 729
221 38 -42
812 394 560
828 29 -840
337 724 694
47 405 146
525 843 4
353 568 -740
446 501 -910
149 922 387
544 982 491
678 924 274
358 402 -526
818 114 -244
59 303 -146
128 947 -110
732 694 132
559 953 897
739 324 -383
4 283 223
608 804 -459
690 885 -665
361 396 -622
343 37 900
571 703 -733
8 818 -945
159 413 961
869 690 -820
308 910 490
489 90 -663
577 809 -263
838 698 -849
21 984 662
851 616 970
45 193 -677
911 726 -672
796 625 19
985 841 488
326 79 -105
981 503 483
952 576 507
476 474 652
831 83 138
107 356 -57
776 90 128
836 410 722
145 901 499
147 524 668
187 979 -312
878 846 556
522 968 235
505 303 -771
985 728 946
828 862 -925
656 25 346
854 242 -252
417 205 400
579 530 551
662 642 370
841 817 -195
718 266 904
171 124 -367
10 650 -980
993 162 405
189 190 445
505 532 -391
416 962 761
187 433 -240
858 183 -936
723 836 -215
625 599 -157
854 33 689
833 59 325
728 114 -916
835 369 298
544 23 -108
533 611 -843
85 425 549
695 744 -314
517 739 267
725 798 -536
627 283 720
951 438 -294
981 954 394
889 496 776
112 746 46
643 557 326
873 20 -622
919 869 314
506 408 460
55 737 241
443 269 12
26 200 317
726 841 -861
819 929 211
154 662 371
323 120 359
426 275 -563
320 720 202
624 562 -890
982 481 301
543 425 -383
259 729 -393
216 144 770
136 483 51
62 794 509
89 110 -343
586 188 677
863 874 396
32 292 -589
734 197 200
558 497 618
789 997 -525
529 775 958
539 817 58
934 51 399
464 377 -272
576 877 -546
287 369 -428
933 377 367
433 324 -369
822 567 194
900 431 -297
605 180 731
938 288 -377
29 712 428
508 89 -852
355 854 890
2 782 832
51 896 -857
441 771 857
823 434 858
686 79 728
172 525 695
750 16 -675
768 181 597
63 53 623
885 78 -783
10 840 998
266 484 247
407 515 -232
208 297 -158
852 427 23
939 631 646
261 281 -230
454 616 -205
316 216 -59
129 836 852
561 970 -853
915 331 -260
91 880 -953
956 32 658
163 25 -66
253 961 833
811 652 -240
230 549 673
790 830 -471
500 968 -228
456 590 -100
6 661 827
51 980 869
218 882 781
996 90 881
860 719 -79
438 164 991
989 592 630
790 179 701
292 224 550
263 445 795
168 248 205
282 136 -516
879 33 716
317 991 909
607 34 592
520 795 -316
270 32 -121
6 720 548
352 373 809
275 842 -398
44 395 -836
891 447 287
600 551 -185
855 457 821
267 832 642
611 387 -839
507 268 -680
391 691 -488
50 669 385
469 444 95
659 800 173
104 326 -434
207 640 478
205 433 -348
343 642 352
129 266 567
720 487 -817
39 917 -420
496 871 995
646 737 -71
737 208 -563
658 539 -569
261 1000 230
83 643 -620
9 348 -226
232 273 -212
260 975 -7
680 740 108
478 488 365
730 510 -874
196 897 467
477 192 110
392 530 19
344 422 -265
500 137 713
261 46 -882
170 401 336
425 79 330
940 603 -620
253 499 -7
512 673 302
318 114 31
363 817 975
633 203 -583
72 664 -974
784 271 290
499 358 -936
787 557 -513
959 498 -431
326 58 -916
833 284 -535
562 939 -471
720 645 -519
590 832 -227
437 96 833
541 122 157
557 197 -378
39 85 559
133 147 -645
832 350 -567
589 826 -406
117 326 -589
36 165 201
126 598 466
643 597 696
671 662 -230
486 441 -19
606 445 870
799 271 -571
931 894 -623
11 773 -87
427 92 -56
80 450 922
352 774 257
740 877 -862
463 921 898
14 962 -161
644 408 -856
873 315 -504
353 282 -994
370 360 -675
811 176 -989
756 281 -247
71 190 -874
194 784 775
303 439 -932
549 671 417
251 258 -818
641 996 -571
70 647 -689
818 749 -257
161 163 -872
734 130 -819
570 830 -500
932 143 481
609 217 -763
198 17 235
623 963 510
650 225 764
114 393 -999
312 317 -644
341 107 755
99 418 -535
340 107 -229
164 852 625
272 306 -703
532 847 -411
720 315 439
353 22 217
704 485 253
264 730 201
205 620 803
907 90 479
416 610 868
596 697 -949
487 201 -30
52 28 -414
185 499 332
374 848 261
423 91 -550
679 540 -162
102 840 -534
977 674 286
471 669 500
576 196 -46
54 813 -275
201 324 646
275 284 322
906 72 884
884 446 556
578 343 -37
249 821 809
642 318 -210
817 570 732
842 162 47
614 747 69
812 15 867
303 326 22
57 384 985
335 392 -735
718 493 -915
34 848 714
826 555 329
910 749 -302
334 737 510
8 983 -211
735 277 -953
257 803 -870
241 314 -637
608 470 -103
571 347 453
591 271 666
636 59 -343
830 950 -436
889 488 720
544 271 864
904 680 380
639 291 -633
586 29 563
430 410 346
185 902 163
326 409 138
957 84 -909
963 985 -350
278 931 696
642 708 892
453 614 -258
994 207 880
25 210 381
728 605 189
298 923 -383
866 393 -107
492 559 -219
415 119 587
415 493 -155
88 955 -449
954 497 -918
655 403 184
186 567 365
1000 256 -325
934 117 -385
840 909 -907
725 927 -171
530 188 993
757 882 -902
667 357 18
283 833 133
210 998 321
618 995 -175
702 159 636
726 870 -978
508 577 466
755 571 -841
732 707 420
231 865 70
207 158 214
761 11 -125
164 592 -233
504 197 -84
662 250 827
718 961 53
881 113 -627
959 678 658
878 823 685
253 211 -298
933 700 905
570 814 -222
940 674 -298
553 495 -910
284 736 -915
395 463 113
119 873 15
853 447 929
588 593 -493
10 194 126
701 993 -142
61 681 -994
883 224 87
351 382 259
850 5 190
703 184 -692
615 471 194
9 120 -489
682 528 98
605 301 732
152 108 -419
341 84 -172
171 721 446
465 277 -955
734 234 246
381 405 -530
778 121 -494
408 556 -94
376 113 -149
20 343 872
175 324 587
162 863 -916
309 14 330
795 48 -105
326 527 -71
917 725 -914
691 101 132
255 622 -563
182 890 292
982 16 -345
466 854 890
917 457 157
820 775 532
126 525 -338
353 546 -825
250 993 -421
116 470 -650
363 527 367
508 317 -734
40 204 781
142 696 -505
399 357 -4
713 773 -398
910 512 -856
463 720 153
796 840 85
941 876 298
355 628 -984
402 189 -103
940 782 -7
146 274 286
816 704 -428
376 309 -412
441 566 -441
916 220 713
470 449 485
510 898 335
321 24 692
893 279 -155
477 204 -718
647 659 -101
883 112 -436
369 485 -916
546 15 -778
879 354 -422
675 307 496
394 284 -1000
578 759 868
125 388 846
308 936 738
943 285 -637
589 421 -635
385 670 132
944 11 -219
12 174 -900
775 738 736
14 685 325
934 574 284
834 881 150
668 391 142
328 609 -776
293 57 -317
681 563 90
706 62 972
873 159 715
180 454 948
350 502 -675
952 889 -876
15 608 -175
534 867 -290
849 244 -278
526 731 -155
611 899 -534
422 16 -967
53 574 -811
380 399 401
935 936 43
791 962 -243
523 714 694
292 108 729
994 721 -42
447 825 -432
592 820 -338
756 33 -204
989 93 -263
961 889 -57
665 544 -748
741 731 -677
168 345 312
868 526 840
55 244 873
28 318 276
929 720 102
769 425 898
985 455 633
930 111 -160
719 865 -876
306 279 209
267 520 -107
681 519 50
660 616 685
531 656 -643
691 19 787
541 580 -777
521 359 -323
762 424 -150
861 676 -156
798 662 297
573 245 -574
476 823 -190
501 614 -690
704 652 -450
767 178 -699
335 579 -562
272 856 116
486 586 760
266 539 -782
684 143 -551
850 108 554
719 957 -674
571 399 508
784 761 -375
178 756 892
956 140 935
638 255 -591
438 960 803
493 408 -785
517 142 -636
953 228 625
22 604 -715
362 203 -659
782 610 851
321 927 117
933 620 471
581 107 -541
761 914 43
634 12 284
141 428 -235
918 998 -47
869 231 -712
218 58 -348
39 695 37
279 284 -537
550 254 442
227 93 139
252 170 -279
442 430 -537
186 298 -595
789 39 575
614 825 276
288 875 -754
172 469 -552
862 613 6
812 508 -745
236 877 838
352 270 -732
943 368 -993
884 522 521
316 105 -454
274 379 -28
952 6 -474
680 641 -304
443 277 -517
63 723 419
135 88 918
482 420 -435
552 491 304
773 502 -707
893 858 333
468 537 709
775 120 -134
941 405 -876
77 475 -643
331 657 591
933 340 688
107 729 933
336 949 -348
86 815 -301
656 409 105
133 736 -314
84 196 -462
672 940 988
2 823 573
5 653 -913
626 358 965
400 897 145
513 554 424
313 253 312
651 806 -44
853 559 -348
161 44 -245
682 239 117
142 121 797
778 493 -715
97 303 715
267 20 109
867 689 401
932 584 -590
235 466 612
139 194 -107
156 82 17
96 825 -751
82 164 127
213 23 -883
561 836 716
648 726 854
870 713 -481
13 652 -362
235 623 253
883 399 327
342 46 521
194 205 220
254 766 -571
221 228 505
241 402 773
515 274 239
888 331 622
380 30 -227
271 539 907
603 629 -812
29 930 -769
450 1000 -250
610 425 724
259 927 -642
11 987 -633
341 698 -471
945 42 368
895 775 -26
336 199 -842
308 837 900
915 766 -240
276 232 -995
952 800 -426
580 653 689
133 466 252
646 113 -681
744 14 521
926 411 -50
28 629 920
909 420 -904
532 673 -136
190 435 311
5 462 -284
627 369 -481
135 673 938
221 315 752
309 404 -72
171 13 837
352 557 -492
198 620 -910
287 155 -882
62 817 -552
430 815 -221
814 513 219
556 861 374
107 159 -948
962 775 -110
698 757 -701
703 566 -814
283 25 -44
399 453 -861
776 472 967
624 802 948
550 581 -365
429 131 -400
294 95 -857
985 241 -23
298 439 389
649 793 -145
119 525 -87
41 860 -749
515 853 -335
903 379 -880
297 453 991
770 960 578
389 446 278
924 704 371
820 304 619
56 809 -302
778 107 -887
741 188 549
967 325 153
977 965 337
845 90 -252
806 492 -628
587 942 -918
739 633 -222
354 627 -331
116 451 -125
298 565 436
1 748 -705
194 43 -279
316 266 870
90 419 -946
165 931 -621
48 916 772
269 85 -890
690 856 -69
838 737 -662
875 210 -924
817 180 -820
790 787 649
734 126 511
478 416 108
969 324 836
539 556 77
441 995 278
373 111 778
107 341 580
777 117 -922
33 560 417
538 492 332
309 398 968
581 990 859
813 205 646
243 618 861
43 468 -900
371 243 637
895 473 -396
354 721 298
598 136 358
236 899 -198
294 974 -315
514 378 310
4 272 -53
142 308 -558
429 332 278
456 90 -475
917 574 145
477 405 -188
791 526 661
890 170 791
331 500 -967
288 659 -139
240 897 607
114 462 210
269 328 368
418 847 464
111 147 -611
597 839 -783
125 971 135
986 623 681
75 955 -72
551 110 291
411 282 692
381 574 -614
977 881 571
246 219 53
293 379 868
986 861 307
667 450 -700
809 372 -669
813 559 -778
340 551 947
299 531 -5
145 11 214
773 818 -253
491 944 -769
404 743 -406
252 234 -796
259 481 -488
235 247 -36
741 40 43
706 301 611
389 339 -542
866 412 -513
812 840 -41
804 253 -621
334 21 636
185 199 605
159 946 -327
869 172 965
734 840 246
699 732 -69
311 699 909
538 779 688
650 657 -466
206 390 161
924 760 48
765 364 971
955 733 -272
677 401 789
40 490 -266
619 133 -935
24 143 -389
436 228 -712
664 879 -779
146 901 602
202 482 -24
73 587 34
165 648 -279
42 628 -642
184 47 -518
463 118 547
202 524 300
510 750 -957
956 30 -865
915 443 -433
512 533 -801
47 323 236
909 104 -197
233 780 -328
557 919 521
734 490 60
495 824 870
306 394 976
950 239 -189
116 208 335
378 600 -178
872 305 -141
506 574 388
436 563 -901
704 537 -463
983 210 733
720 752 -334
563 570 212
817 430 448
661 437 277
260 487 813
365 177 -978
551 373 -892
233 267 651
824 802 -903
360 815 468
612 613 214
958 388 -721
412 945 -727
945 543 82
615 57 -753
836 170 187
244 725 814
475 852 -256
501 833 -189
686 56 774
771 803 -233
409 728 805
503 786 -654
59 720 153
142 231 801
215 863 -607
795 529 -424
960 348 -475
151 104 -698
128 912 -719
839 288 -316
185 225 390
105 959 -232
136 250 694
96 240 -500
953 242 489
829 556 568
453 857 384
824 619 837
172 549 -44
896 524 -550
914 696 799
384 334 -911
630 200 111
889 761 -384
654 406 344
827 291 -786
409 684 792
302 50 762
776 618 -792
421 477 480
729 209 947
204 806 -296
508 339 744
759 727 -39
630 980 468
325 959 -207
326 691 -681
318 16 -951
17 874 -515
182 290 -439
84 977 161
885 476 493
112 449 -733
485 361 137
274 158 -182
52 617 -501
528 226 398
985 251 -287
3 345 -527
278 924 553
838 622 -968
406 638 49
748 995 666
610 500 752
319 165 221
73 821 942
274 831 52
328 670 -992
715 251 19
314 791 655
517 65 779
997 518 763
437 371 -817
451 367 -500
328 163 -816
50 515 920
983 282 -170
92 565 -422
686 107 457
288 449 989
821 948 -998
198 517 734
319 3 952
32 157 598
204 797 672
30 601 -278
805 27 -554
760 154 -217
442 240 -154
616 611 617
428 905 -238
429 963 774
230 214 114
165 460 -408
654 247 620
936 687 -698
304 811 -227
780 78 -698
556 730 391
904 645 -624
389 357 -575
378 507 82
905 264 50
805 374 -566
187 447 -455
817 111 -703
549 576 -43
118 99 333
67 898 -297
246 321 826
857 929 770
302 24 -492
55 992 -719
458 914 198
89 593 -373
337 466 -731
48 762 -682
251 238 38
172 871 -249
423 268 4
135 740 -982
52 640 -181
224 227 -870
798 452 -602
777 756 -228
126 440 39
915 223 -339
640 609 -41
130 802 382
791 167 -80
879 815 337
510 317 678
612 706 49
752 123 211
889 646 271
117 820 -6
116 423 -131
924 840 -43
895 885 -761
242 910 -650
454 908 -457
846 206 7
906 901 491
120 400 -234
882 478 -128
713 698 -689
278 782 -256
130 656 -710
386 643 -601
884 490 -837
997 154 608
58 654 -343
181 581 291
472 841 -166
984 850 -688
330 757 212
647 388 -913
587 90 -97
290 742 51
394 718 152
805 24 418
599 303 416
164 976 3
626 437 546
358 216 590
651 812 493
200 240 -194
899 445 -739
156 951 -906
664 497 282
524 391 826
25 273 -537
465 182 -881
808 298 -175
421 457 629
117 855 -378
682 570 86
498 52 -799
203 926 790
888 186 211
198 233 -612
602 13 -451
822 516 573
1 630 481
134 725 -910
686 183 1
630 855 -674
527 931 479
529 907 -166
376 317 -751
695 442 -762
238 791 -545
326 475 -782
667 214 -993
453 970 161
492 71 999
321 920 352
687 342 -185
596 1000 -298
492 488 241
875 235 -60
115 620 -262
538 322 392
228 934 912
493 985 638
365 862 125
600 567 -853
499 118 -860
634 833 -281
141 661 -987
776 273 -592
940 104 -87
992 718 -543
187 29 32
917 161 83
544 446 -146
90 278 349
430 450 522
799 589 -20
3 748 179
143 411 -911
635 211 913
859 283 273
915 4 867
39 221 615
591 264 843
233 383 789
425 841 40
513 54 116
628 820 -902
52 846 -199
975 710 -675
309 190 -903
340 620 567
623 523 -329
629 203 -92
550 589 691
970 85 685
741 421 47
685 526 579
529 944 770
406 603 305
384 812 -923
829 669 643
240 136 -370
413 566 64
318 641 -810
767 553 -262
143 91 679
581 756 -582
986 895 -133
532 705 -942
752 34 -443
844 675 990
435 184 -663
376 894 -570
614 249 519
323 978 -772
519 346 -811
558 598 838
534 172 -331
702 749 -523
891 510 -123
584 954 -923
975 864 774
22 904 -922
745 223 -316
241 750 7
289 657 -935
628 819 990
70 784 -248
322 56 194
237 570 597
919 540 -402
771 929 -627
713 553 486
429 219 304
27 85 -839
777 169 -925
193 45 -257
783 428 -618
925 986 164
609 163 845
167 469 -724
75 16 350
822 460 241
479 211 878
286 384 -768
596 201 -608
236 45 -400
922 598 -995
504 875 -283
322 233 -317
394 224 -941
614 590 -565
130 700 526
351 142 -587
15 26 875
615 367 -360
55 993 -418
679 405 -525
589 493 365
491 530 2
518 540 -100
287 630 32
