1000 9999
190 442 348
443 833 -217
41 850 -535
877 254 -651
68 641 964
24 584 -100
903 780 66
422 375 97
552 291 549
800 461 428
446 417 908
877 917 234
568 359 -355
982 910 -550
39 503 -400
247 147 -67
65 32 481
738 491 38
448 445 -244
471 950 -433
213 991 557
114 324 928
209 680 168
535 745 -325
131 980 -677
963 983 780
531 346 -34
268 193 151
502 394 560
888 173 10
704 51 67
362 173 -338
696 261 700
634 722 -880
441 192 631
301 546 166
402 874 -997
490 917 -44
100 482 -98
447 823 191
116 381 718
146 558 -146
719 408 -524
673 654 -605
61 598 -345
457 581 -23
685 423 -744
203 586 611
911 967 -358
227 508 628
953 293 65
543 91 -88
229 258 -953
938 942 12
571 23 228
317 419 -350
560 495 -747
122 184 932
309 830 -568
135 395 349
620 256 -686
833 685 679
348 984 785
81 218 169
953 502 -141
837 998 -458
929 978 710
758 891 124
944 130 158
119 541 822
707 179 931
2 506 50
220 237 268
392 365 -578
285 293 998
147 390 -162
147 663 -484
44 972 -564
194 244 -149
983 428 -667
949 997 316
695 218 862
407 137 -875
998 394 -962
816 698 161
508 449 271
258 853 532
14 447 778
380 866 264
233 140 605
260 59 -460
257 799 55
578 549 62
277 219 578
441 122 786
47 996 184
524 603 -632
855 978 475
612 213 -354
68 478 855
842 859 991
429 147 -359
305 343 -750
515 943 731
725 646 312
372 334 -217
812 306 128
390 343 344
907 599 502
601 422 -644
517 789 -572
260 728 -566
86 933 378
625 176 616
764 758 -712
605 296 -731
475 860 823
840 231 -243
518 609 -732
235 373 7
183 481 332
549 590 -556
369 227 968
446 524 -805
892 804 -446
596 631 -449
115 258 759
103 485 -806
61 294 -470
270 784 95
168 855 367
841 947 843
755 114 44
448 849 498
189 95 519
772 835 298
24 739 -392
376 743 -490
686 768 333
476 53 -698
700 223 783
722 972 814
385 475 383
762 683 956
680 706 618
922 923 -155
420 352 332
489 413 -18
942 339 -288
37 57 -777
899 728 972
432 560 -689
213 587 785
919 267 -982
931 35 -575
442 125 732
815 824 -914
87 274 -792
270 933 76
481 192 231
906 248 356
551 539 453
416 229 712
671 517 713
902 189 -191
303 365 -762
235 642 -358
142 755 -604
38 631 845
384 7 874
798 230 944
588 366 -962
525 813 67
497 235 -772
57 861 408
741 578 666
692 740 37
458 357 -376
467 135 -860
36 194 -450
115 647 -790
638 553 -272
806 598 894
193 934 924
607 736 717
342 171 789
437 15 500
563 285 -602
883 772 482
968 227 -711
434 6 359
129 519 -764
605 998 737
836 53 537
880 754 724
493 575 -1000
947 981 -301
167 737 112
647 307 -765
40 643 -464
59 330 226
796 291 459
313 337 614
238 594 463
498 805 637
418 993 740
161 646 -693
840 275 546
824 437 128
555 267 -602
99 2 65
202 154 -987
438 565 251
620 387 714
552 652 -168
940 39 199
220 50 599
786 557 131
837 877 281
588 998 -963
82 832 -574
218 667 -867
861 506 171
395 596 -428
117 654 -484
682 262 308
316 232 196
578 590 611
56 992 -162
815 603 -964
465 622 -801
255 979 -218
90 797 -293
515 93 -701
624 984 758
549 412 -568
916 966 556
340 427 -945
274 906 195
10 305 646
721 623 202
446 395 -161
35 371 118
529 364 16
857 815 -511
732 464 -885
700 870 541
338 540 945
901 677 -805
752 922 -682
168 606 523
84 45 -775
602 508 -5
505 147 -428
372 806 -101
780 979 -217
571 956 -961
621 243 -693
967 449 -888
156 977 -177
330 468 -616
776 138 119
438 396 -862
273 990 354
931 751 -100
740 173 -209
889 802 -43
457 672 -860
935 74 154
469 57 -210
671 617 2
64 941 310
713 315 -183
902 942 681
888 551 -195
88 76 790
519 787 -852
350 154 -220
728 845 731
257 930 -219
567 800 -266
270 133 958
615 792 13
256 493 938
114 442 605
843 710 -523
900 293 378
876 253 542
254 472 806
619 859 -787
606 286 -868
192 238 905
926 867 80
890 520 447
526 466 -191
649 920 577
466 418 -232
88 320 -292
618 713 231
782 888 951
358 703 14
220 292 999
301 23 814
383 974 391
542 519 993
607 608 132
208 327 -620
711 279 617
964 693 -589
908 213 -49
1 845 465
877 302 451
38 40 141
835 794 45
130 100 873
227 116 -555
839 465 168
585 184 149
695 561 -828
182 101 -236
241 51 390
775 453 -332
355 587 480
951 215 -349
374 74 201
336 458 997
117 577 572
45 241 28
833 769 -725
754 921 -347
290 69 -569
490 418 570
686 987 -733
399 581 -347
880 520 -638
697 149 -171
186 470 384
1000 491 -905
68 337 682
321 278 863
874 938 301
766 164 682
745 361 821
66 679 106
295 906 -521
640 136 -181
260 678 -776
11 811 583
955 698 689
31 86 -621
993 885 -444
614 819 -808
576 59 974
5 82 -252
217 427 -87
37 998 -548
96 645 -604
587 362 442
539 659 -934
773 498 639
122 856 309
907 746 364
819 221 -837
70 481 -318
100 522 817
935 18 -328
126 563 -989
173 669 378
28 919 -883
914 747 336
853 720 841
948 986 -444
185 402 -70
102 820 659
279 568 603
915 191 -785
833 29 687
534 482 -402
81 295 50
12 717 -938
720 345 864
357 220 921
238 524 -911
683 893 484
979 816 138
604 723 -135
767 717 -373
421 286 -184
746 728 -937
589 651 -881
831 992 962
372 873 -398
559 810 781
198 440 871
924 166 520
136 253 -684
580 824 811
149 150 130
683 150 -129
28 55 825
688 510 530
119 67 -197
594 791 -521
301 307 553
217 229 306
937 607 -443
11 951 95
795 6 -561
904 239 422
451 273 594
287 360 457
901 951 403
737 228 240
685 833 14
183 221 28
930 980 971
28 261 21
120 981 479
40 451 100
125 8 -138
425 904 389
184 600 -903
106 806 -538
708 846 90
444 596 305
541 762 -483
962 302 646
858 932 282
876 632 852
254 485 -573
907 181 727
577 844 191
294 834 -515
754 308 -739
250 859 -799
116 86 737
61 71 -519
287 769 320
133 417 -386
619 906 -667
921 758 845
780 743 -184
280 806 823
186 824 407
809 188 438
334 186 575
919 302 -673
994 778 847
798 472 -733
258 828 -75
956 210 72
959 129 309
815 134 -972
479 954 -653
812 698 705
772 357 637
127 18 742
444 697 999
567 30 -324
105 144 95
101 384 160
938 961 -363
302 468 684
467 770 955
537 227 -634
213 810 389
846 418 228
385 388 -445
981 293 -820
344 491 453
482 73 616
73 972 812
769 383 384
605 779 -33
764 621 419
282 895 -100
400 480 787
117 954 325
391 482 253
372 168 -160
419 81 -780
832 700 -210
148 247 -861
464 483 538
336 394 -472
431 350 196
524 703 -944
617 427 855
509 806 277
635 170 -142
101 565 227
186 409 -756
806 491 734
225 326 134
942 920 -525
103 285 -633
728 649 289
476 778 -154
308 539 -448
520 996 979
604 794 -332
571 915 588
213 134 -253
172 458 -151
107 306 821
957 434 -999
353 985 -968
457 424 -299
871 78 706
638 363 -862
918 912 -533
809 932 -323
687 865 683
352 288 120
85 686 775
145 941 671
379 859 -121
489 982 -42
490 157 -851
683 268 717
40 304 444
197 193 -909
664 881 592
41 842 -518
701 586 926
272 523 352
776 827 -967
275 74 -659
860 613 -368
993 982 -989
877 452 -775
9 249 97
37 792 249
914 604 -665
914 18 731
569 377 909
346 31 -333
948 830 114
596 249 -75
677 187 -464
657 593 -62
197 757 -774
711 263 -128
170 108 -347
573 444 -512
581 625 -153
154 233 625
864 968 -39
777 261 447
300 662 184
680 59 537
421 159 -771
768 485 218
105 877 -699
719 766 -858
731 812 -353
690 716 -108
251 727 439
794 453 959
671 526 -755
109 529 -533
202 225 -162
20 404 -681
407 498 279
340 857 -554
433 599 133
696 911 -900
426 886 243
17 118 -806
272 244 795
711 275 -673
965 77 -16
428 323 -91
160 905 -554
359 647 971
781 417 689
43 110 -310
819 922 626
849 13 941
309 857 -245
860 924 380
811 971 870
49 787 -61
315 805 -816
936 860 -989
387 178 -650
792 334 -435
392 706 -812
690 803 -920
927 740 559
159 161 -43
869 757 -181
516 12 463
671 51 -439
