10000 50785
8117 6696 664
2416 1674 725
6609 6151 156
2030 4669 832
576 1149 799
7430 4548 186
8654 3839 445
9637 8708 789
8588 4757 633
8651 2223 720
8328 9053 365
1274 6154 806
5687 6411 214
8504 9983 517
5151 1681 603
207 1551 770
6694 3089 776
5980 8959 135
8641 3838 921
2325 5318 794
5809 614 754
7611 2613 617
817 8431 329
6113 1764 383
193 9124 47
4899 7809 651
746 8726 194
4702 7601 639
5680 8573 800
626 1981 216
8919 7053 142
1477 9471 336
4688 7235 665
8900 7651 442
8191 9479 467
9981 980 779
2468 5754 209
6481 9694 831
2715 9443 971
3588 7513 97
8429 8631 152
4687 7011 934
3806 8872 896
6942 5994 516
8320 1948 528
8641 2941 525
7021 2404 933
9333 1807 329
2976 1949 749
640 6505 47
8567 5153 111
6249 7767 974
5708 6140 35
5827 4937 695
6384 7743 634
8359 545 138
1063 4421 574
4927 2873 706
9976 7703 26
5270 3235 627
6361 3897 324
9539 3069 690
5578 315 757
6207 1080 351
1110 8202 679
3444 823 170
501 1637 246
84 8561 373
62 5236 803
325 6364 163
7810 4881 812
2097 4831 888
6886 6580 479
8869 2896 967
5734 558 678
2041 7572 595
4767 6142 770
6260 9354 846
8193 1511 605
8579 4176 852
9110 4632 334
3148 8732 485
4025 4029 64
1520 9940 129
4635 6393 905
3311 8993 205
251 2690 815
591 8649 347
6415 8880 847
2240 5957 882
2360 2088 705
9311 8294 813
1716 561 911
1077 7038 611
1040 3544 125
1114 4518 800
9057 523 70
1711 7537 860
4496 6878 82
9813 6251 405
9443 3220 928
4943 1401 72
4256 3881 61
4581 8685 915
8749 1946 714
9086 478 526
6655 9751 54
3128 9792 612
8073 5441 500
8578 985 407
962 9925 106
2923 5655 731
6753 6171 433
1803 8495 167
6885 1718 651
7433 2945 213
8941 7501 756
9305 6610 568
6310 5178 780
4051 1131 75
4371 4515 842
1406 7710 447
4269 6649 80
4403 9856 303
2659 5366 489
2406 9932 787
4107 4871 118
3107 4265 977
7922 6337 714
1347 404 96
7769 3615 72
7163 4932 583
8466 7150 281
7791 8056 421
9867 4799 983
3221 3461 358
9540 8386 740
3399 727 981
8250 6742 15
8545 9096 138
6438 2712 719
8086 3905 21
1155 2035 800
4605 6632 978
4565 8073 484
1649 3959 242
4222 9298 510
6360 3595 548
4355 6356 920
5228 6407 160
3291 4091 271
2865 241 314
912 9222 869
653 7689 561
17 822 547
9792 2964 287
7848 8003 977
5086 8567 267
7157 6100 598
3007 2509 163
788 4421 457
4506 6213 543
2295 7107 159
4454 496 453
6289 6414 716
2333 4449 778
3701 7356 124
5948 4934 575
6170 3945 452
9826 3365 874
4921 6746 80
4657 7322 98
332 965 173
8957 7278 778
7814 2155 530
2675 947 247
9415 4739 901
1325 7549 11
3053 9043 327
1731 4593 518
1776 2273 947
5530 9623 282
8306 685 378
6025 7952 533
4887 1675 638
9782 6814 153
7549 9542 164
588 115 216
5414 2613 973
7915 9244 926
8999 9443 788
9409 7054 906
1085 9184 423
2630 9108 774
1725 646 707
8147 9344 260
6807 4271 513
2805 8924 300
687 939 69
2210 6897 145
5709 7960 316
2554 8431 977
7572 6778 768
9431 6645 36
8630 3429 593
2986 7618 450
3682 6058 840
8380 6038 51
3596 4181 847
2122 8176 400
2889 916 312
7378 9811 62
1453 2566 697
8844 2098 992
4597 533 912
5944 1233 883
6424 9710 453
1607 8393 279
6544 6946 522
1436 4096 16
9927 3396 45
6040 9002 190
1237 7645 185
2982 957 176
2575 1449 376
8702 6616 794
565 2356 553
1769 4790 241
9957 7434 426
3434 7003 363
7450 272 584
3270 1365 29
1701 7629 863
2324 7736 605
650 9786 927
5579 5277 301
6949 5004 889
9693 6029 547
9575 5199 28
2624 7351 637
247 4501 835
1894 8232 897
4366 9619 207
3729 1495 750
1195 779 156
107 4090 192
7363 2722 724
3926 552 674
6240 9640 303
6949 7135 420
5874 7674 892
3158 2675 62
8233 215 832
5333 2445 645
8791 8317 959
7070 1400 581
2111 3132 628
8871 1787 98
474 8655 630
5193 6458 652
2286 333 610
3336 7612 432
9141 1201 135
1961 8495 928
2162 4974 136
6875 9738 55
8397 7195 888
3749 2023 4
1403 1915 696
3744 9102 141
4723 1452 804
1170 7049 228
2419 1354 464
6793 7475 219
5675 2551 877
7955 7053 524
5745 5232 483
6898 2582 78
2321 3959 949
5596 4828 369
6171 3826 751
7445 8663 425
8773 9559 75
6293 9663 697
4112 9827 222
4996 8491 518
6643 2151 41
2238 7608 714
5300 7842 65
794 7300 869
7541 1101 46
217 1982 642
7631 1452 570
6767 4313 698
3039 308 33
6513 2197 162
4099 6264 209
1323 1642 379
7218 2499 840
8355 7266 216
8243 1947 595
6623 3137 686
4189 295 493
2610 5297 886
2162 8121 551
5975 1271 526
7818 6993 66
9576 1817 685
1780 886 975
5344 2548 307
5750 116 90
6373 5427 958
6910 7310 122
4038 8965 699
1012 591 933
6910 1850 244
4908 7055 976
2923 2601 552
2821 3344 294
4507 5089 609
9945 9558 42
9179 4723 517
4527 4172 707
2749 4042 687
8308 2036 415
9993 4297 103
308 211 145
5699 9110 998
3093 6161 761
5392 9975 698
9176 6286 281
8245 8178 835
2170 3323 148
3753 7498 879
3473 5711 784
5685 8450 625
7456 953 469
8103 9698 396
8023 2471 953
1790 6655 119
148 9664 455
5290 6560 541
8598 3455 58
8773 5484 411
9931 9697 945
393 2832 163
2971 8207 865
3229 6184 104
3140 7067 268
3994 9910 323
2483 4562 970
2710 5531 888
4766 835 381
1676 5670 573
628 8917 682
5844 527 383
8664 8415 125
8867 2462 978
1291 4946 830
3088 2905 132
3032 4970 805
3456 3052 978
7399 3871 19
8672 795 674
2566 6928 413
8924 4333 493
1013 2804 583
9275 7863 243
1103 8726 402
9454 8878 549
6111 9623 710
5428 1695 838
778 8825 725
3740 8728 846
8453 8039 274
6371 6248 461
1412 546 755
5609 2169 707
2393 5274 330
9390 6533 338
3561 2902 217
4389 6462 255
861 7000 534
5490 3092 300
8549 4071 1
8248 5559 585
9146 9797 891
1408 5168 305
2449 7094 256
7062 8367 883
2867 837 448
8713 8964 525
2040 5827 988
1768 7034 426
3141 7117 415
4483 4924 653
599 5611 967
8296 8042 116
240 1810 346
2249 1785 282
6758 3721 289
9737 8154 575
4728 7928 499
3343 2137 157
9067 3869 390
8923 1405 454
3410 3672 934
1788 1918 630
5336 3632 582
1635 1017 911
4933 3432 31
9213 2931 32
6438 736 322
382 9958 399
5829 4359 709
2819 2399 321
7737 10 180
2335 570 107
3003 1849 697
5246 8736 308
9550 6565 770
6529 7771 708
5258 981 998
4405 6148 643
752 7904 991
5602 143 868
6117 9022 850
5408 1645 834
6767 6688 542
1407 290 142
1528 6573 532
4784 472 96
3605 6878 611
2232 6650 320
7046 1286 987
5110 8347 687
3007 3816 197
3483 2705 703
6427 2938 426
9134 3307 186
8724 5940 641
9817 1464 103
8832 5383 828
7617 3264 208
9184 9912 492
3242 5394 779
9365 3258 5
661 9715 104
2021 5245 895
6493 1008 180
8414 3195 786
6009 1758 513
5527 4915 195
5312 8360 789
479 1684 985
4881 189 413
9548 2022 720
5816 3383 267
20 1232 549
8961 2831 933
4635 5671 747
5871 2911 477
4361 8605 619
6558 7348 511
2451 8844 645
2175 1093 943
9040 9155 233
7829 609 433
8506 1191 222
1018 6725 185
9507 3155 74
7054 9874 145
481 9975 774
8946 437 195
158 2514 510
646 748 271
9828 4685 759
5209 8858 635
7423 8649 880
8291 9526 68
4617 5925 305
6091 3040 68
2650 9625 45
3600 727 317
6149 1363 803
5657 1275 401
3992 541 736
3191 6763 164
9711 8345 505
3540 5150 173
4483 9036 605
2046 3237 267
9708 733 825
792 5181 442
7879 7228 799
5860 4131 14
4238 2060 932
3080 1535 366
2949 246 958
5882 7511 818
7011 3785 346
6699 8420 581
7807 5860 379
7074 587 737
2048 6286 863
9334 4163 543
2435 4713 773
8033 5529 318
5982 432 79
8746 3881 446
6514 1101 748
628 3123 614
2200 883 653
4345 6895 620
2084 4322 175
1136 7311 476
2958 6538 8
4457 6053 150
1548 9712 157
5907 8255 443
5925 7131 100
9770 5598 181
3663 2171 826
2727 6344 126
9558 8110 790
6241 7564 576
7731 7111 121
7585 5380 30
4664 1323 790
2932 5691 56
8162 4275 697
6855 386 897
9993 246 193
7878 7161 803
3249 9737 427
6715 2853 866
6072 3424 628
6690 954 568
2187 696 425
165 4721 351
2778 3297 536
4209 9918 446
8898 9456 712
8964 4924 586
5188 1302 597
5140 5662 803
4816 8937 764
6324 3782 253
8735 9861 934
3026 812 412
580 1291 536
3474 1315 781
4383 9392 938
6838 8425 99
9613 64 967
2953 2830 81
9522 5477 698
1398 6826 364
445 1165 974
154 588 556
4466 6601 927
521 9295 927
8045 4279 968
6049 4190 388
9000 7834 717
6793 8202 119
516 2478 881
4388 8031 398
5625 2068 997
9375 1350 778
9669 9705 269
5658 7953 527
6936 1865 277
1850 1496 64
2253 4461 181
605 4335 270
2665 4520 229
5208 7100 336
1429 1618 21
2160 6245 868
8888 8625 224
5358 5940 855
6919 7452 696
6999 7763 6
352 9131 353
7304 6753 919
5751 5976 716
2003 337 137
5989 1770 460
3558 4379 204
4117 9834 789
4394 1774 466
2666 5526 629
6276 9852 18
1242 1880 315
7896 3594 580
7834 7491 157
763 7565 955
8457 8233 101
8130 2868 637
1033 6211 456
5326 5755 50
2654 2015 624
3838 322 550
7337 2792 115
5480 1084 901
2617 3714 920
6321 8288 885
6943 6032 273
7110 1946 482
5811 2680 33
8094 4067 149
6233 4181 984
2647 2680 136
7825 2792 519
4736 7678 993
3051 5428 678
1684 7203 220
6422 496 777
8062 4789 846
8441 1811 515
6555 7831 172
2549 8476 347
8871 1314 187
2665 7941 909
9290 5124 860
668 3965 950
6339 4032 663
9360 5294 402
8728 1723 609
7654 2443 890
1100 4694 378
5771 3524 365
2652 6748 501
8153 5029 830
7874 7048 300
8390 8618 604
8399 2319 796
1745 2325 654
7042 294 27
4903 5673 318
1793 2680 148
1746 5101 425
1744 3703 72
202 5681 150
6234 9572 338
9315 6885 978
2185 9664 987
5154 8206 734
4462 441 922
9256 2975 560
7894 3882 839
6356 8679 981
9001 9712 417
6038 7166 437
6965 5353 624
787 7710 735
2136 6879 180
4685 6276 81
1039 6101 904
5847 8484 310
8439 8883 727
8202 1294 589
1647 8424 497
4103 4650 630
9126 5969 639
5403 2905 9
558 4239 558
7586 1543 1000
8520 742 633
1312 5911 429
2796 6944 394
871 2541 420
7806 3403 401
2905 5877 507
3919 5027 913
1130 3970 70
8533 753 390
1491 7252 183
9988 8466 804
6405 9537 728
6501 4841 710
24 8053 235
6516 5210 557
5816 4452 250
7672 8525 431
5647 7860 125
1436 1568 674
4382 3977 328
1909 4303 257
5392 8420 41
9929 5719 796
6909 6482 776
7378 3628 532
5992 8680 874
4272 1890 671
4503 1954 664
6828 2411 748
5199 6995 21
7606 8429 496
9327 3250 622
6342 4198 533
8285 2305 537
6578 2261 379
8834 9246 60
6153 9307 549
3710 7004 96
900 4272 895
5335 3057 365
5366 5720 425
7901 9089 749
9659 5598 298
6735 4449 701
2084 9966 452
9232 9645 171
5863 5101 195
123 2006 108
6311 8142 630
670 3171 809
3108 9495 161
336 3840 83
3490 2184 199
5953 6609 189
627 8655 982
319 6283 421
3140 6569 425
2177 2583 158
6417 996 948
210 707 965
6637 1062 916
4460 8253 30
4310 3856 853
8698 4925 230
9670 6255 839
6015 3965 990
3363 8533 124
4886 5061 464
7159 430 572
6086 2995 48
4708 3319 514
9739 5240 397
5504 2459 516
3691 2249 361
5083 3335 174
86 7071 316
1064 9578 618
9493 3758 48
4667 7620 304
9074 3589 580
3988 5243 954
215 9851 547
1876 7823 512
3833 8351 967
1857 5555 5
8692 1432 349
1324 6072 707
6240 3021 656
6705 3693 204
6396 4949 51
9177 3074 743
793 4084 18
7434 5519 215
2758 9788 546
136 5788 651
2298 6055 10
5876 7156 450
3395 6626 726
5850 3858 677
9699 3044 78
6100 74 214
1926 9685 350
4075 6808 322
6069 6395 219
3485 6568 331
7120 7746 516
4112 7874 708
9953 1540 214
1898 2184 177
919 333 309
7947 617 584
4940 6787 64
8183 3017 396
9265 1627 747
4478 9810 206
1216 1102 510
6667 938 519
1253 5411 415
5812 5467 989
7696 3748 870
4502 897 563
9644 1534 996
3270 5831 387
5378 2253 869
7762 5160 480
9593 1750 141
7010 1841 367
3748 8868 133
3004 6508 71
1241 1997 193
122 2776 676
9274 7762 108
9060 1116 349
3250 4163 322
1199 3654 590
7479 7314 63
1177 2644 527
2973 6561 842
3590 5540 220
4305 6049 463
8331 5284 802
641 9775 426
1548 5630 453
6381 371 131
7666 786 0
1955 5626 608
3868 3873 656
8469 3817 100
241 897 195
571 6160 92
2435 764 946
4156 3713 665
9930 9785 197
2484 7392 540
3783 512 536
9779 7200 978
2228 6911 325
8712 9870 629
7759 8418 276
3722 3727 331
1781 2423 917
9175 8712 50
5684 9312 486
8218 8332 232
1666 7452 511
3028 5750 368
5264 1651 226
5351 5995 590
2018 7635 646
4878 7729 482
9427 2503 429
269 3905 554
9395 3335 99
946 5744 834
3392 395 364
4670 7882 270
6019 2065 831
7691 6692 357
6404 5646 333
8439 5498 396
5171 173 979
6797 8455 122
1495 3062 797
2306 4439 434
3688 7340 237
2713 8669 725
3527 6551 967
6927 3736 47
2620 9286 616
7102 5915 1000
3726 8468 399
4438 1366 811
4003 9402 545
2630 2741 511
6882 8315 226
9356 5601 324
1846 8942 398
1946 5401 104
5130 5531 974
4293 5692 83
6277 6883 378
9143 1835 184
114 9947 296
2706 6464 949
2569 885 122
3232 7709 150
1294 9708 379
5246 5652 936
8329 6527 939
7413 7185 681
3752 6007 268
2997 3261 351
6266 5277 107
8280 7259 898
8028 3236 573
9308 1865 81
3256 236 149
800 1531 751
6679 3291 181
2350 5464 99
2231 5660 580
7974 6164 614
4440 6801 476
3374 923 452
7992 2663 285
2758 1288 234
9419 8954 780
5409 4955 728
9182 7599 29
7994 5220 571
4594 2571 254
139 3793 589
8094 9909 545
9504 2784 115
3700 837 966
2387 6552 741
9671 2309 657
8033 8600 636
1830 7500 15
4711 4882 509
2144 1036 74
4217 3265 449
3363 3538 417
5886 3959 993
3198 1861 583
490 8002 236
6734 8268 703
4799 8061 882
7630 2927 266
611 2575 694
2492 2960 837
8379 6364 761
8937 3291 612
3755 1042 147
934 6568 606
6317 8803 650
1457 4091 834
8136 6949 215
5339 3266 702
721 2621 463
7828 6224 230
8321 7562 446
146 9564 350
3306 9295 141
1446 1857 120
5055 7391 776
8665 7737 728
3083 9613 470
9383 7235 248
8685 2713 700
304 2372 776
106 5403 878
2255 7871 512
8056 2880 332
5642 3086 245
1502 5523 601
8 2556 946
2018 2910 501
5042 6007 302
2115 361 693
4109 8283 681
897 6262 766
5058 7113 931
3705 5548 908
484 8895 942
9546 6906 450
7116 4386 726
8897 1401 929
9364 1397 234
4189 4942 759
6010 1032 407
2399 7473 865
5589 2727 537
9737 3600 772
2008 9562 858
9228 9631 159
741 3005 814
6383 7414 581
7634 6876 813
2671 7711 797
2551 2968 576
6378 7568 318
1872 3694 420
7323 3463 765
8466 5034 418
8285 6746 580
6373 7642 607
5456 867 844
7009 3641 250
7404 5723 908
7075 1329 269
8332 9515 177
3374 4581 733
4485 8376 953
6238 5427 248
1448 6274 756
7173 324 849
5243 525 883
3478 3468 457
6078 6546 921
1330 7410 7
5431 8704 711
5176 189 533
3268 9386 932
2205 4551 322
3582 3152 201
7008 3486 147
5693 3483 422
9956 4999 21
7318 7784 927
9005 2812 749
1567 2325 69
7242 6574 719
8485 3126 696
328 8122 708
4788 3031 229
2273 4023 927
8209 4891 879
1032 4900 987
6821 1810 453
6999 2207 72
5488 9688 427
6933 8972 851
7919 9447 203
3490 5630 726
1441 9482 511
6813 4530 949
9823 8871 993
4963 9788 977
1576 2435 863
1325 7082 963
8501 4934 473
8149 1337 981
6609 5107 188
6974 9704 804
3363 8776 741
8041 2701 835
9034 7977 516
8408 6884 996
2695 2 567
9283 4358 852
1152 5292 278
204 6824 572
2918 3615 186
3151 5818 370
3086 3591 72
9141 4594 240
4803 5044 822
9155 1683 333
4697 4304 140
3182 7176 40
7896 1016 891
5351 4253 48
6929 6647 766
6241 7963 382
4171 1406 689
1354 7619 915
8927 8244 429
3335 3830 456
4097 3463 338
6243 8829 55
5165 1302 298
9137 5141 735
6382 7240 357
6034 878 85
6449 5772 759
5333 7716 179
1031 1992 829
2912 1504 170
4293 5829 401
5547 7845 592
1149 1657 470
8675 2245 418
8246 631 876
8347 9436 534
571 8125 432
9967 9331 583
2196 7668 520
1719 6929 87
716 4984 679
2819 1969 653
28 9398 943
4560 1067 236
8945 7320 488
4315 280 161
5180 3092 550
5029 5739 238
8637 539 702
3535 4758 553
5640 2517 929
556 863 85
1903 918 724
2456 8333 923
3588 8840 174
2978 4334 568
3848 9303 679
5184 6603 566
1623 6272 146
9535 5276 164
1410 488 936
7788 3025 73
1932 5629 81
8195 9276 289
8447 4563 15
7072 8898 798
7560 1969 397
7438 1489 302
2635 5717 656
43 6324 41
7870 31 36
9622 9472 3
8143 9186 859
8350 185 980
655 8044 941
6379 317 84
889 9631 62
4789 4521 506
1038 9270 714
6665 5388 236
8472 8847 389
6621 3011 495
2100 2666 967
8475 8914 172
9017 4195 680
8107 6449 13
522 290 58
2488 8301 195
8876 5822 43
2557 4357 561
2845 9938 953
7461 7773 254
9102 8377 215
4496 2125 880
4287 3473 838
6800 9072 298
209 5980 414
4481 601 266
5460 6293 620
2274 696 104
5409 8441 756
9010 78 870
8483 2384 249
8099 6780 795
5437 2869 482
6598 4582 344
6406 2066 633
2691 7231 202
4818 3230 477
9004 5076 374
7618 6739 410
9529 3756 855
3052 6000 717
5515 6263 209
3246 2028 490
1485 9182 149
4386 7140 710
7572 7797 895
941 8159 768
7556 1468 271
383 1954 532
7905 1208 634
3240 3967 520
914 640 101
1296 256 553
9899 547 752
5646 207 333
343 7941 714
9965 8045 875
805 1438 512
1149 8994 753
9949 1186 8
5886 339 303
1121 5389 126
3751 8691 111
1909 9585 708
8233 8846 331
1582 4121 911
3569 5533 285
1467 9802 767
576 3253 926
4567 3019 630
4875 9390 652
72 5156 420
2792 946 621
9869 5746 863
4622 3928 790
4563 4544 355
5535 722 172
9791 1432 898
3307 1023 211
8791 6930 460
1796 8962 715
5879 2888 313
7688 7556 273
720 5682 970
5348 9708 420
3653 3380 347
9094 4213 125
3862 2768 923
3399 3027 308
6233 2304 497
7816 3815 736
7504 8287 105
2195 9291 581
6479 2121 506
3171 355 940
5953 1628 385
5239 3355 62
8361 9472 712
5271 1201 268
7488 4841 804
9914 2368 251
9692 315 203
6604 8146 927
9000 8667 433
1950 1913 851
608 6314 5
7542 4362 627
7792 2776 721
7183 2857 895
7457 8265 791
792 4342 30
9623 6375 522
5814 9602 112
8358 7434 966
8703 7 399
2283 2943 791
4277 3645 250
6970 5096 723
7601 4460 508
7916 7377 7
1462 6408 307
9266 9844 609
1205 9693 758
852 1092 560
4872 1324 429
4088 1076 309
5207 6485 143
8859 9734 28
4230 8853 55
2571 1095 823
3825 5642 745
1696 234 301
6526 2419 188
8285 3151 464
6686 9820 493
60 906 571
1822 7080 440
184 9062 67
5058 1449 533
9756 5999 942
8724 2852 943
3140 6879 469
1837 6128 764
9503 5569 746
4241 7163 930
3700 3657 21
7217 9584 382
8936 2873 758
5557 3606 93
4312 7745 323
6911 4654 508
49 3577 472
9054 9802 118
8589 7619 804
6202 1616 336
859 6631 498
3150 373 904
5514 7264 715
7722 6892 130
5046 3878 695
4199 9941 275
1558 6906 74
4391 4826 134
1822 7857 822
1576 6089 564
5624 5323 149
8137 86 64
9187 2881 412
4202 3913 820
2201 3101 762
4198 3774 118
5716 8442 744
6306 30 125
2649 626 58
6944 1709 806
8795 41 483
7533 8549 939
607 1170 846
1287 7165 552
7751 1847 465
9231 2202 814
2004 8057 672
7392 441 215
50 2792 368
1137 2940 856
2450 2659 269
801 1822 502
9078 2579 615
7232 1859 559
7165 7745 911
2913 4597 607
