414 755
114 227 401
42 174 356
122 357 982
332 234 512
318 291 243
211 92 755
280 189 390
320 109 683
200 283 147
255 161 442
66 219 509
286 249 452
108 144 357
339 223 581
167 253 945
93 83 261
118 303 848
192 285 368
120 194 856
332 131 565
346 34 564
11 151 105
91 94 604
199 391 893
356 34 578
193 340 346
366 3 363
368 359 357
205 296 105
4 316 221
19 286 449
140 36 557
296 353 2
296 388 589
173 333 262
34 397 283
55 156 252
409 118 871
14 351 740
332 34 570
134 46 887
77 170 250
152 257 77
273 211 341
305 245 70
92 180 892
372 269 590
274 397 487
304 100 26
40 296 599
101 398 178
80 293 715
67 177 381
305 115 748
118 107 770
270 184 716
265 111 69
14 248 226
355 344 553
91 229 898
373 236 251
40 4 207
222 38 965
63 379 754
51 134 942
383 250 11
370 351 445
114 147 473
278 57 369
93 303 690
71 366 284
188 34 882
97 146 908
7 278 203
341 11 185
190 382 452
362 50 381
322 195 342
340 212 644
153 76 623
234 267 955
66 395 92
333 181 103
196 154 597
143 150 320
338 298
