2316 7047
1231 1081 260
879 1073 631
2255 2119 469
1052 1252 981
1322 518 942
904 1654 816
83 2308 213
1571 2268 922
1632 123 992
1864 1476 451
1354 928 53
1497 524 58
1942 1226 458
514 533 600
760 2168 678
205 2084 827
1758 1641 753
806 1608 718
1863 412 503
746 419 586
553 1763 764
2084 515 429
1457 1614 268
1865 1937 904
1052 542 441
1127 14 529
492 2299 3
733 1007 499
100 2069 399
615 1476 852
1343 1185 862
670 1279 809
1119 81 62
1324 2218 164
611 1578 235
299 1938 302
1849 1135 882
930 593 854
1129 977 666
301 265 277
306 1056 621
2193 2264 680
1691 2168 934
2231 1329 668
2213 1170 944
104 1972 150
1833 547 794
31 2258 998
1791 965 162
20 756 27
2008 297 620
1372 199 479
206 1399 797
824 724 913
2172 1633 599
1502 918 177
2072 1726 646
304 1419 788
1584 769 62
1420 191 527
1299 1944 836
779 638 37
1184 1712 548
830 1287 876
793 1922 842
2199 1206 955
204 325 969
117 1870 331
168 1690 608
254 728 773
349 481 545
1977 1368 626
1661 1397 619
1252 273 506
365 1476 42
1841 1790 845
1126 1844 856
1431 1217 997
945 1643 316
2262 145 402
1279 503 274
631 991 927
1244 963 663
1038 2237 170
1155 290 650
1730 2036 480
706 96 699
1167 871 958
2038 100 606
1242 1282 85
65 354 321
137 95 383
2082 726 381
1386 980 75
369 1765 501
2239 305 539
416 1349 788
1923 1794 570
1283 1869 366
2314 858 53
1103 1252 705
253 1771 105
97 1337 208
2005 1948 165
2111 1444 111
1208 1355 491
532 12 323
1562 1307 333
834 2264 819
244 1855 853
1275 78 844
1981 1242 995
2131 561 901
1158 1522 326
695 1249 435
1739 316 261
14 1127 27
1181 952 378
1681 442 107
1764 1948 295
1934 151 894
567 1701 494
2120 1789 660
300 297 910
1777 1970 472
696 1629 174
1777 910 148
21 1010 145
312 1127 682
1622 1414 800
2287 172 149
515 330 814
1237 784 689
1311 1466 514
36 234 785
1501 457 63
2145 1835 4
1106 2214 351
1767 176 856
1454 1226 97
9 1801 655
127 1908 308
1733 1071 939
48 1163 17
632 60 987
459 352 76
2271 1856 396
1069 1264 800
975 1229 470
1298 2125 986
79 1461 909
855 1753 388
1398 1184 439
1823 514 643
81 620 965
1433 294 154
1622 763 344
490 2179 471
866 10 890
1015 1776 981
1863 1005 512
1236 1403 475
1770 2306 969
572 853 35
1234 357 484
2065 2004 236
1478 1800 849
930 397 805
2137 670 268
1511 2183 18
2307 23 341
1702 1952 325
139 1512 41
1229 1752 875
2175 1972 693
1004 23 763
2251 205 142
2198 1398 669
1147 903 393
669 365 253
2102 190 191
2005 499 621
718 1084 875
1094 2249 704
1035 1886 736
213 1074 138
7 2221 268
967 1739 258
1400 385 272
1667 153 248
1435 1017 333
1804 780 714
2167 72 247
1778 12 465
361 439 820
694 1511 533
1093 1019 248
741 891 533
1449 751 241
2057 1728 698
514 55 12
109 766 611
484 2203 386
1993 1797 877
616 1016 363
79 2284 609
568 561 858
2240 2051 183
1122 333 141
1493 1239 41
1023 678 166
125 2240 46
638 1124 158
1797 1854 659
2267 800 31
1812 286 442
1699 1404 915
1915 1297 246
2010 666 483
2006 1814 547
1319 1489 720
90 1561 197
169 30 566
441 639 828
623 933 913
665 1073 112
1042 295 258
653 1345 933
692 1649 333
551 1907 775
2141 2087 278
1949 87 373
786 764 585
1112 720 484
667 735 67
648 1522 999
969 161 797
2106 1102 847
1173 1841 435
858 1281 244
9 2159 578
1664 1226 981
15 1817 229
461 1088 741
1606 1509 222
1155 1278 952
830 1206 484
1908 520 327
14 1611 993
2153 1588 247
224 1370 775
1362 1293 663
861 1399 714
1995 1489 928
971 1810 797
2228 1850 465
1875 1361 751
2230 108 660
1689 5 211
2314 1653 892
1305 2252 785
265 1277 821
413 1120 246
2061 555 439
1495 248 449
77 272 146
1257 1647 684
478 241 428
2057 1386 995
875 841 737
1204 982 498
539 924 651
1725 2046 505
1338 1571 992
1093 474 688
483 78 21
407 731 934
685 4 751
658 2111 961
985 2093 569
2231 1369 502
827 673 220
609 1976 374
379 861 337
1767 1920 476
44 221 428
562 1859 239
1898 2134 830
1980 216 293
1680 1835 0
1240 587 533
746 776 951
236 806 865
830 2102 922
1429 1516 802
1904 2112 623
988 339 470
795 1507 540
1533 1447 997
378 865 66
879 1376 842
333 2030 768
119 1557 962
2119 379 859
654 1252 33
2002 1526 168
1000 269 315
1212 221 644
246 1685 840
1089 1591 788
657 1602 963
760 1275 957
1337 1197 320
341 773 747
2286 757 296
816 841 25
596 1902 945
895 430 77
1036 1586 258
938 461 922
2040 1184 234
903 1520 106
81 274 859
1225 22 953
1210 1676 305
1473 2011 995
182 852 172
815 1098 177
61 1149 747
1099 1153 943
1123 1941 677
202 362 378
282 2258 232
898 182 16
395 1671 538
1416 243 34
817 489 373
2257 190 373
476 883 758
532 1573 917
858 1186 657
528 2172 565
31 2126 853
2112 424 456
1374 607 94
848 1999 495
2070 1233 464
1608 1257 459
206 171 403
2236 1639 708
654 1131 597
964 1535 169
1241 384 736
141 626 844
1070 1201 318
1263 1296 730
69 234 746
1244 42 990
392 661 351
1081 1431 776
460 116 38
1211 892 709
81 865 941
1027 1903 206
306 1928 277
602 2226 1
1962 1564 204
1892 46 417
244 1550 586
1641 1533 587
1022 619 910
753 1098 724
1792 1347 177
2142 1769 838
1777 1308 746
1820 2226 350
337 1269 34
1886 1406 700
2033 138 390
1682 936 170
1836 1933 859
557 882 158
1566 1634 193
1571 672 559
1172 2104 675
1251 841 821
1223 1106 494
177 504 852
777 1204 451
214 1025 0
2103 2263 406
1994 350 539
1435 697 120
1499 1180 247
456 1996 964
191 1839 122
197 1803 760
916 1791 424
1706 1597 850
925 1025 248
886 689 809
1344 1322 219
442 1833 701
1559 32 106
290 2040 528
493 1144 569
901 2298 167
2034 561 894
395 838 831
470 1719 433
924 413 22
715 81 896
631 1545 544
1508 621 393
612 341 876
322 1877 837
1986 152 592
1364 702 641
2175 1793 389
606 1739 682
2142 1469 254
2233 481 368
556 1420 250
403 1914 872
844 1042 281
183 511 208
1722 1747 674
736 1994 825
1339 1489 720
877 941 693
429 1509 789
1307 1487 420
294 159 463
2295 512 147
1074 1422 467
943 777 344
376 1632 736
1485 1916 99
858 1582 888
1108 1858 752
440 2017 428
1818 2126 319
1321 449 236
1911 2058 534
1975 866 701
2182 1658 533
1731 1343 257
73 1596 522
1226 2143 614
1322 623 591
1474 440 368
1149 1990 142
955 1263 225
1354 1372 645
429 534 421
1549 1954 886
175 1598 930
1522 2166 149
457 556 894
1288 2234 568
1133 1805 778
853 506 388
2001 807 631
2304 1518 249
592 2050 570
876 1160 211
555 1449 984
1862 2 420
1348 1670 599
2028 404 289
1026 434 826
606 885 884
255 92 800
58 2151 410
932 834 359
2146 493 604
1386 82 859
2066 1696 259
261 1698 780
232 2100 745
1652 1590 665
1636 2248 741
2300 2186 543
1276 1308 18
2223 1423 914
164 2276 975
1159 1442 528
2275 2278 389
1496 634 990
623 1012 468
1992 64 375
1697 2066 345
2017 1745 977
1540 1947 434
455 1287 926
1260 2097 154
1070 1546 75
1363 1028 718
1483 1185 101
2083 618 378
1176 2098 909
2185 2200 730
1951 1799 281
1576 1618 198
101 1093 573
55 977 388
1020 2 626
669 2241 703
636 2269 455
748 654 683
2002 837 432
1587 1598 61
1724 1252 58
193 361 292
1384 1034 94
303 88 391
451 1363 172
1372 2110 182
636 1738 632
2149 1994 775
433 1177 348
1400 2265 590
1114 957 550
1904 1279 357
940 473 344
2122 578 549
914 2208 751
2237 1470 180
107 1259 735
1840 1283 765
2181 1952 642
2240 1210 560
2038 1271 758
1372 2172 112
242 70 940
855 1012 481
365 68 127
1571 441 763
2124 377 537
1317 1709 973
2255 1748 736
1871 1395 5
1164 157 579
381 1446 949
831 1302 499
692 1515 661
1515 427 813
1709 1946 76
2137 1886 422
1671 275 959
392 1605 886
12 1671 181
1494 1805 123
88 1879 768
2025 760 230
122 677 17
826 2018 553
1377 862 755
1164 135 690
2061 1357 974
930 487 631
2286 2013 760
1295 1196 339
478 992 471
2038 2243 419
461 1699 433
2237 870 611
2215 663 128
1937 2007 312
2311 534 2
1508 907 498
850 164 607
1934 2226 88
1319 1476 177
256 415 246
1283 1147 697
1932 264 544
989 293 993
22 372 90
1612 1789 117
1985 2131 507
1761 1597 393
615 1054 163
2269 1886 202
379 943 673
2205 942 844
354 1637 311
574 193 220
1949 1650 555
1114 737 42
894 243 746
1788 1181 94
2191 927 133
777 1257 781
1961 149 793
731 1835 67
700 1031 105
622 1100 146
922 729 518
1248 156 99
1042 1186 791
584 1503 364
1498 1576 527
1508 1627 640
382 272 194
2303 2083 173
2030 280 859
595 1827 922
2068 476 536
507 2198 935
1437 392 688
1702 150 303
2002 1971 688
1966 1326 697
1853 2157 595
1582 978 59
1672 1528 998
1806 1707 405
14 1498 295
62 2145 81
1630 712 590
1435 2038 924
545 421 237
1503 1527 356
207 1025 0
1618 1306 149
629 162 550
1202 2062 750
132 1675 999
991 318 921
1210 337 401
576 198 950
2264 2000 871
881 1846 736
1960 1197 67
2221 2235 296
2078 572 841
715 689 810
2249 1246 913
472 2018 506
1715 906 800
1300 1660 184
1103 1048 9
2118 2191 350
1516 1252 594
2311 386 397
2237 1424 823
190 1621 194
754 1002 361
1948 1329 206
834 1913 645
1958 1820 989
631 741 931
961 1678 43
1536 2275 238
977 825 379
121 1551 424
161 2184 939
574 1781 938
94 1800 958
1615 1854 369
397 524 986
1809 713 769
1225 647 746
1065 837 318
1195 17 974
1929 1178 818
1675 1906 509
512 601 430
56 679 804
1525 1808 656
1064 1630 658
1410 1057 891
342 1593 457
1521 717 415
1595 1458 850
1138 13 850
866 1776 543
1169 1754 303
505 180 656
1353 765 805
1868 1858 293
1659 2095 300
1074 1147 100
44 1072 272
181 1173 347
1924 1635 58
744 208 883
444 316 237
644 938 626
1635 1654 337
1147 288 504
1505 1052 238
1819 472 751
306 1905 85
2135 513 470
481 1595 223
1870 1044 612
1559 1172 166
1661 342 766
679 524 222
1130 1085 180
818 373 854
1553 1313 932
1578 1844 357
1191 175 59
1533 187 288
168 2148 374
1884 776 315
697 949 257
1242 837 278
1100 1177 571
1023 1780 619
284 2189 963
1374 490 655
1690 520 686
999 1138 47
1594 10 394
649 1905 346
2078 430 733
126 881 56
2243 1463 430
1786 1132 583
1722 2276 518
13 1704 468
927 1925 110
2093 2151 430
587 2232 592
1035 2304 409
1593 1428 430
379 1776 116
203 1785 478
1238 2035 852
240 1159 834
1582 1985 939
179 25 862
2114 1800 302
2013 1600 634
1859 161 74
1694 1 287
1084 1088 335
2307 196 235
45 1655 899
227 681 277
1219 103 555
2067 914 52
1665 1447 846
808 558 631
1219 83 5
361 413 75
989 613 291
1014 1485 632
1940 807 501
79 992 672
2263 1710 183
381 2268 907
2058 883 594
1719 76 249
1506 1596 991
1385 1732 202
1050 169 567
1945 137 144
1702 11 337
1647 1770 338
187 993 913
107 1530 336
1714 268 418
1907 1408 44
1547 1648 398
1124 1323 262
701 2167 880
1778 1294 444
1246 1053 771
366 1475 109
1022 1497 104
475 416 203
77 2059 102
604 810 409
1609 1655 367
1184 937 576
1371 797 138
1561 1088 865
848 1722 440
325 859 313
268 1231 288
1609 1896 544
1952 148 209
807 2293 768
1538 547 307
635 180 599
489 2249 167
2023 252 203
496 600 422
2270 337 316
1326 625 500
683 2148 235
577 808 337
2158 1486 370
1766 1568 693
1296 435 929
374 2258 301
1711 1329 364
1975 726 458
990 144 862
1819 2224 341
1022 2107 887
89 625 736
1617 151 161
38 2221 160
188 864 582
688 7 707
1975 696 78
1285 1757 693
972 979 374
1882 2019 584
1298 1996 5
453 1042 602
1767 1305 350
1184 785 211
1477 728 167
1983 1877 554
347 14 550
338 1285 567
2310 1836 114
194 792 820
493 2143 309
1438 1927 297
866 159 687
2220 32 849
386 1648 884
2125 1112 986
1416 1415 611
1666 1604 796
2315 997 428
1769 665 280
1250 504 80
1705 255 71
1748 44 544
1446 813 451
2152 1095 566
1374 1261 501
1497 2165 686
1117 1975 376
518 1201 14
1362 955 542
2292 1104 382
660 2315 662
1680 82 96
16 1794 298
1826 1728 167
1014 565 720
643 2090 618
705 1215 279
1685 1094 874
1371 352 646
1999 959 884
1937 1558 917
265 1102 282
2221 890 828
495 2186 374
876 525 398
649 1085 525
1224 1349 197
2244 568 11
1925 859 201
355 1540 578
62 1892 210
2226 2083 567
1267 504 165
195 1932 23
570 894 574
659 1670 310
2259 1521 46
1174 593 486
500 1295 958
691 1651 411
889 470 977
448 1400 165
1011 1692 411
2109 1382 188
386 2221 167
572 1544 224
1355 2256 154
801 697 455
1595 2150 343
646 414 528
272 1130 929
540 1933 190
2262 669 617
1138 174 575
1455 1709 760
809 2060 768
597 12 3
1924 2248 545
628 110 610
1144 1000 797
628 1450 255
586 976 110
770 1251 794
842 1259 675
1359 1434 765
1568 529 401
429 1796 559
1098 700 22
766 11 762
1004 1787 178
1110 890 934
1965 2009 286
983 1899 354
286 218 811
974 188 330
1950 32 394
105 1621 529
523 262 511
1611 2248 186
1687 335 862
1943 1340 975
1566 895 599
1943 2254 695
891 300 272
1244 315 382
124 1057 831
2001 1999 90
297 1808 677
575 1163 537
1640 597 750
784 1543 212
711 829 852
537 2187 355
1950 199 898
1195 368 769
1726 1293 84
1427 939 750
1985 1282 76
1330 773 823
1103 2266 806
377 2005 515
2314 607 163
168 473 110
917 1169 97
1404 425 455
1106 1029 471
1980 879 946
1541 1789 508
2151 814 278
1287 356 967
1288 1392 869
843 2069 165
1908 903 431
1584 1566 241
664 590 821
44 1140 275
1459 1038 414
1955 1524 883
367 116 701
270 1568 337
2157 614 743
29 1781 654
1014 1779 540
1685 841 936
180 1680 63
1509 663 100
442 1868 269
1905 1889 486
1370 1590 865
687 1791 547
1814 1807 428
1711 2140 97
1179 57 535
1264 854 566
1849 1918 101
1264 2165 110
997 946 150
871 1128 767
702 1850 856
1454 1999 431
2202 1981 572
1656 709 131
269 1297 988
1212 1206 654
1188 2208 923
1142 819 677
1342 427 496
771 2195 279
900 357 473
549 1211 819
737 1007 713
1530 241 647
2306 1590 999
475 1123 497
1106 1569 461
2277 395 112
1464 1004 632
2118 113 936
1065 774 397
2089 2024 682
1732 667 261
1227 1443 239
299 1662 86
1109 655 56
1454 1705 878
1141 1240 204
710 140 825
1605 1694 727
1458 1999 955
1364 1312 210
2129 2098 232
2010 1767 329
478 612 968
325 2220 611
2264 128 280
1988 2227 892
1643 644 346
397 865 346
101 24 546
1353 1848 11
1689 1624 826
347 1861 354
914 2257 923
1568 1864 335
922 717 257
399 783 841
1679 1415 977
2187 251 659
2171 2187 436
1392 1157 31
1944 205 633
562 320 491
1222 1628 91
2189 740 105
1170 232 435
1303 2065 415
1213 505 526
1288 512 335
436 1325 103
942 1884 550
1698 792 6
294 2173 259
1753 1614 172
344 870 924
1278 2198 878
510 1304 250
402 1409 267
889 265 893
2266 1097 185
1357 758 121
685 2196 196
1969 1376 762
1265 2031 297
745 1485 667
582 1859 228
504 966 796
1212 1441 367
1996 1335 337
502 764 338
1236 133 722
699 406 32
2303 956 836
2198 84 760
2207 3 188
985 1159 514
2297 1122 847
2206 392 209
2039 809 757
1571 82 993
1282 1500 790
643 1013 1
534 1995 44
1927 2200 221
1256 1466 215
475 495 494
1975 1559 989
1077 1840 676
1558 377 114
446 551 934
2108 252 939
1462 1120 573
1812 1525 886
1186 1881 767
1312 1971 513
1333 311 603
1237 1278 38
1008 1349 711
1728 2130 538
2036 2310 832
34 1639 748
1771 931 955
514 157 313
849 358 464
1630 104 71
2003 2009 49
2259 458 456
1008 1485 114
1031 1859 252
1473 929 204
1669 1654 596
2011 1583 679
79 1873 301
1910 1572 902
1916 53 549
2203 379 690
59 391 641
1349 615 413
1713 808 805
1977 1574 733
2097 1518 627
1352 233 172
1644 227 260
992 1019 701
629 215 306
1548 1933 408
1686 180 356
1435 574 343
1961 1422 379
1434 1357 253
1303 1698 203
307 780 836
1194 430 4
807 1431 181
1211 1290 428
1796 530 323
1259 494 545
1414 2175 941
1914 1440 47
2092 825 658
798 2003 895
1287 155 691
950 1001 71
1421 1729 324
54 776 360
1738 13 472
71 765 442
1343 262 161
1172 1805 79
385 1242 137
317 1636 330
1812 1696 797
1873 1501 572
27 1571 962
33 1609 159
2105 2064 378
442 1303 197
1302 532 504
1851 273 273
2100 1273 559
1338 1640 666
26 1413 185
743 856 317
1009 1086 71
1749 1919 652
1208 2310 209
1907 646 0
2261 645 784
1364 901 66
11 2105 906
789 208 911
1521 1301 137
1901 2054 311
1732 2158 94
395 431 369
836 85 135
1130 994 480
2112 775 506
780 1738 865
461 1529 59
2119 1007 267
943 1429 721
1654 1749 495
2003 445 870
2136 1574 388
1792 1692 143
120 261 79
2256 670 787
610 2296 248
2312 2128 262
1428 1146 402
933 1451 755
1077 1676 637
937 683 318
1283 1479 512
1752 953 565
1002 801 361
1100 319 338
1144 1404 716
494 1674 676
573 1007 853
2144 1240 2
546 1184 789
1247 2137 338
2126 2207 612
1991 1378 787
1604 777 799
1658 1395 285
540 874 846
704 554 420
2290 1379 392
1023 2032 903
1720 531 546
1575 1173 466
2027 1693 11
1420 2261 397
1604 2122 712
1370 540 83
615 543 984
1979 821 943
1624 1391 878
704 482 570
1185 331 43
1267 1114 883
1357 317 288
1971 1492 63
717 1507 1
1813 1011 884
58 834 99
1939 216 481
1877 1485 363
1437 555 877
806 897 63
1828 1104 361
2107 1487 231
258 2219 881
1053 907 612
1778 2193 752
536 1594 653
650 597 363
90 1058 755
721 1892 500
656 1661 893
825 98 273
1388 629 187
248 768 604
1375 2206 741
35 1641 692
920 638 192
1961 286 511
1871 1481 12
1666 1383 626
205 1537 276
29 1960 969
758 1116 862
636 494 402
1497 2083 431
1026 1472 624
938 1439 239
623 467 806
879 1302 479
840 2054 389
459 405 81
2055 1191 676
683 957 417
581 263 92
501 472 106
482 1912 765
395 1874 958
116 563 361
873 2217 837
1434 1646 890
2193 484 643
1333 2260 517
157 2060 72
2241 1276 420
1931 796 257
2265 334 743
287 923 576
1654 1685 694
1663 44 592
2291 24 368
2173 250 277
50 1848 667
214 387 999
1094 1440 213
2019 619 821
1765 309 824
729 2020 278
1471 135 447
1147 1229 394
1525 1784 150
865 1750 427
13 1443 365
275 388 572
1705 1911 200
324 68 326
1431 1374 678
892 1678 707
862 1429 988
1186 158 728
717 1488 201
693 1932 467
1789 113 79
1684 1320 249
2275 1425 69
1815 2241 966
2019 1115 434
697 1343 485
1516 243 853
928 1341 273
522 1415 879
1770 1902 547
453 1302 406
397 627 149
415 457 632
115 910 482
1417 389 816
1048 1823 339
1434 2201 374
1279 1654 567
1877 954 186
1330 1296 705
1225 1756 444
163 1024 345
170 1090 181
705 1650 925
473 831 190
640 1039 33
198 766 39
999 367 602
1478 2167 343
376 1950 791
1693 2187 387
105 1101 292
2287 1714 620
216 470 589
1773 2075 698
935 209 826
1522 1714 574
1550 832 913
973 846 60
563 974 4
1637 592 244
849 622 210
2258 2299 782
1078 2262 215
26 1023 589
1021 42 465
491 1313 726
453 1732 430
2262 999 897
572 1880 882
1419 604 663
175 1339 777
2010 1532 534
1972 1246 979
280 81 150
85 1640 619
1128 1217 800
1591 1187 506
109 579 683
743 1243 359
2015 1988 968
1458 227 880
1786 203 713
2131 1450 650
2096 1597 975
2087 540 245
1136 1510 213
1047 1907 432
1159 23 977
233 492 477
1703 1231 425
2217 454 39
1442 142 843
338 566 520
1343 881 453
1679 1424 337
411 1373 342
249 862 242
966 496 733
1395 1710 387
1300 1709 615
189 584 536
209 866 875
1468 1431 907
604 1869 506
567 2248 339
2183 606 491
820 2280 751
721 2092 600
908 2269 236
1608 418 387
1027 1173 861
2023 2298 61
1125 1556 702
940 1785 223
1071 1194 936
1838 2158 851
844 511 242
2011 944 233
25 116 193
1661 1144 501
1551 1686 187
545 660 313
678 294 674
776 1937 6
1409 1057 602
2033 1709 812
492 519 669
1957 1558 682
471 1989 590
1795 193 24
