1000 10000
276 201 -545809609
455 571 345910029
356 570 -42223180
971 356 46202584
356 771 -524295742
178 652 -411832918
667 930 514805179
376 137 408168677
758 851 -798298974
150 303 842686256
286 342 -442319136
204 579 729574705
183 892 663032562
280 998 -180830286
102 389 -231146394
766 55 -500046808
485 108 -732777452
633 712 -500132846
868 826 -121320498
913 166 842134027
40 9 -149463161
890 483 -432123254
268 930 -169697339
685 991 718337779
678 443 -400841749
800 342 -776690401
16 864 338758669
428 559 42044213
132 37 865414503
16 924 799428084
719 570 -600108113
840 364 679807542
496 169 -778428377
834 340 -720307153
955 500 917619726
255 74 -914535002
423 84 -868565883
937 846 921988324
157 341 526094096
685 904 -655652453
868 684 980117052
945 953 -545839592
434 727 875316426
312 247 -572104245
847 552 540335909
788 36 367865069
934 345 400792642
282 119 895583775
317 273 -71314315
182 91 -152150742
516 215 -268820284
513 696 559279962
536 747 -974168931
566 655 -798121516
865 399 13810902
874 978 383275530
857 716 944623079
4 152 35362689
188 946 -305340698
66 751 597886979
579 409 -303061412
705 16 271733303
584 849 -822102062
136 677 30281613
525 973 723389931
586 46 -337161578
652 771 130485564
163 763 -494268673
88 655 -714354938
693 331 -489041531
739 14 759802066
454 760 588543310
922 780 579336451
170 860 -91474156
88 804 923715571
357 79 378312272
829 598 -23847692
616 900 -64253678
997 332 -137895662
596 273 -609493275
116 676 825576386
670 698 -914171285
107 630 -964511833
667 519 336115412
27 640 -336715836
925 47 -458714440
884 694 -252970232
188 475 953497321
724 298 -537723086
381 947 -306125558
502 495 -495647811
85 333 195507107
804 105 -463228709
668 465 -150177864
227 332 -608098363
99 112 14786917
124 294 -253665469
254 376 -944675331
766 162 -569159095
382 39 -121147422
85 184 749254340
631 142 690477278
81 877 -690213189
127 114 713491494
841 910 -322995609
302 772 718677810
99 579 -12838592
339 960 837090243
502 719 541696604
822 438 -17779531
806 533 603618019
842 352 -286710142
985 334 602305733
33 988 813197090
509 442 593328327
774 526 -406344981
221 706 326769240
100 387 -587087379
573 693 354263906
1 886 968865977
631 453 483469420
821 81 -25699560
758 854 30563221
443 931 -769088418
68 890 -215080319
382 552 -477015389
173 61 23908015
339 577 974489561
77 327 -779348152
348 274 81669168
685 995 743538738
345 690 177111156
543 745 316586528
984 485 857785688
887 502 887167374
50 683 766250473
774 834 -405191458
417 646 -608932089
892 925 86801856
606 711 763791588
813 930 690734815
982 574 608608321
595 830 844024901
695 884 294082076
83 336 -309903779
15 531 -120569067
127 880 -232854616
473 59 760518073
332 167 -402403655
532 648 285378467
519 813 -682578562
97 968 24739766
175 335 788844341
140 505 -594228573
397 161 225558124
475 474 -438598651
476 464 272779938
931 551 -903232641
917 528 -820032227
328 880 -510319612
446 396 -622756004
6 911 -592132356
744 797 -438741134
223 812 -12395011
620 8 -510748274
371 987 73944610
7 485 215518329
201 965 -896654126
48 989 -54014949
569 303 -60267099
181 789 -207096637
269 546 -377951727
501 197 -271749760
656 530 -447433421
388 922 362415952
86 201 238863559
925 828 -777642656
198 375 594863869
972 794 -127063399
93 550 631470938
71 948 -359879524
33 74 185277676
304 978 -410016094
242 214 487368687
966 742 430748365
746 485 -639496216
89 134 564084028
199 685 164721795
668 703 874917253
122 496 10155918
810 923 -842043934
622 663 624445224
397 226 -452830833
372 388 -28488191
85 851 179203955
879 225 49625598
462 119 341748510
227 94 435016174
226 598 -239173901
654 802 -727353560
694 798 -997113970
267 180 -593936621
629 389 180459547
434 494 869300423
995 57 392918580
290 952 -750632260
316 815 89136394
865 927 56142434
835 406 -813524571
56 304 -996699904
284 411 153702809
121 831 539965865
903 489 672188400
433 363 16109637
11 522 -60470083
876 250 611189762
891 152 22676122
202 21 165728331
24 477 -24361627
301 316 394048228
831 106 272351397
546 726 863039688
55 380 -130084418
972 472 -908739205
627 697 -186013376
47 805 242359178
162 170 -958711648
452 120 -830465121
736 283 821884343
823 636 -274717132
80 282 818271742
429 291 -430510056
594 872 843148230
933 242 609680372
509 864 238159249
847 135 -180676804
611 690 -33760755
800 198 -119925362
640 244 859894464
33 323 930540356
564 678 793101329
27 370 434290156
121 778 -126319683
704 617 349549519
48 24 623609190
422 865 -320015950
564 448 -58165460
680 177 -195354825
253 812 -696581877
12 599 -907873840
171 702 -756012150
466 266 572738861
455 1000 574212333
588 466 -65276365
288 169 -116280292
207 572 720032432
478 549 256972129
990 276 -521903506
806 178 -578922119
764 37 59133234
753 525 111723721
146 754 718772633
700 980 450903210
820 214 -941753458
676 877 222062153
26 900 525181176
44 981 -73974859
621 599 536979339
768 325 610295708
980 848 -409065710
250 571 -295217968
924 323 247345462
116 889 937136161
427 999 413222347
283 577 428393950
517 992 585977181
167 472 654203857
786 825 716346919
416 527 -245473665
740 223 -235876137
693 539 820966717
209 548 -797586604
772 821 875290914
130 256 35749583
354 36 -974153380
103 810 518535968
457 345 295162982
59 194 -373594375
331 342 -877941194
950 626 -815769040
28 597 -892724859
147 978 349760323
831 398 -867076776
999 926 -75765069
187 106 964109510
3 875 424853287
538 387 541209529
29 358 774374754
193 634 -140913707
808 770 -952441991
831 961 -322966679
196 420 505761246
936 585 -442202304
176 977 -348820104
765 816 264727175
910 643 -410749546
621 437 -273767171
23 29 -647809512
643 813 -403708613
237 937 -771748178
427 618 587428282
94 740 -489672182
303 260 879776196
459 349 -49290976
590 335 157197430
151 956 470450533
747 888 640928355
119 15 -600747295
996 211 248001776
223 47 -428413450
751 462 -513893188
866 834 877150725
1 414 823363258
518 698 43938379
898 120 420377697
268 324 758448834
67 449 99161683
360 754 -346789572
402 477 831745655
398 778 -120984807
218 276 641360678
356 59 190327730
895 867 557483046
771 283 -885498853
991 139 395116498
993 60 539436518
286 549 -641112992
605 116 912020658
183 855 -213073940
986 673 -674447659
411 808 595159936
653 381 471594735
371 765 -455055122
991 425 151774154
798 920 -898278752
253 323 -788890343
86 600 719745405
295 63 44283638
762 727 957822007
218 452 -184430393
83 622 840981080
568 87 761675666
433 460 -948027350
996 560 314252740
374 938 -395200529
439 826 895306963
51 224 443259080
63 81 -191135681
304 387 247243515
34 514 -449920431
284 704 145534248
432 945 297779723
425 91 -602308999
34 243 -753737869
707 132 -721923878
884 125 797105460
232 466 -933510326
345 942 -63509844
181 686 -660969149
998 73 275097926
829 631 -591116828
151 651 67428237
617 792 731279359
214 628 -100129105
447 921 -746576338
260 175 -685585305
462 787 -996260872
889 656 -727106498
546 188 234330001
73 69 -636823459
108 944 -148305065
32 161 -351556214
204 403 -747970590
768 372 374956303
568 29 570851625
873 615 869122178
298 289 -346514724
556 11 863954604
667 377 557201837
582 262 153291094
97 832 -617485135
883 869 128072630
513 61 -189235351
75 583 147068963
872 610 139805147
149 351 -841968827
419 738 488296694
857 758 -427343336
484 694 768577637
478 703 210574675
53 986 -537409638
151 261 -713429135
573 828 777413365
11 151 508760803
144 533 743082659
221 17 150325011
506 589 123970253
469 438 656059358
791 86 902692407
696 976 398916437
75 316 -954175416
426 143 460819054
802 879 -576199208
659 391 572317681
947 593 -518191439
63 16 -578480272
416 680 -826206578
612 59 -998573599
343 465 704843077
121 334 -786050340
182 534 -12913993
3 192 -995108789
704 253 828575179
955 949 627154451
71 770 821980705
572 152 -596899859
710 608 757723882
803 392 -645054902
384 526 -128942974
753 218 829453627
194 103 840219639
25 352 986209388
257 299 -627477345
127 833 729085503
657 786 273935764
673 524 651211464
595 499 -801424122
192 379 782077397
595 393 203631967
95 624 537679127
937 541 -659510084
558 708 885483839
788 296 969130643
533 2 279668727
885 451 870871971
343 294 309324767
943 505 223210176
748 887 562923074
642 196 -173500769
417 811 -579440070
648 464 -733156595
730 882 -624041189
985 288 -748531284
363 686 803112336
342 540 125270089
999 972 594734976
355 51 -601363936
664 597 774593257
769 417 -202847033
306 128 -639379898
658 55 6667650
605 510 -82164242
669 567 120191628
775 969 361924955
512 877 94230869
106 562 -112262995
8 456 -181946575
410 807 142819839
838 7 282568274
63 472 419237823
631 59 -979897383
450 56 321123680
113 335 -908602938
203 862 639663798
211 486 -49968823
303 705 99632083
827 490 -739276946
583 449 -648928493
121 287 -61683570
319 823 747856654
555 527 470269158
15 200 -835239707
814 839 -517508213
108 721 422575112
16 163 -977723225
565 892 224180943
749 373 -196107605
185 17 -175453611
934 585 473748053
166 303 -401647695
375 767 85650151
212 863 -587552020
72 121 561476669
684 132 -888917825
623 307 119978747
207 357 208802841
923 274 948038924
415 853 698331876
291 586 993026131
426 212 868677708
63 210 -898838399
453 879 785111594
809 950 872699700
562 579 -708098540
527 413 527387275
511 774 985946351
982 299 -455709735
533 198 -14065120
289 597 -628125572
342 861 68305370
48 523 459304607
238 460 859462931
429 179 577774275
585 593 -935308684
29 650 34715045
317 529 8884678
798 102 -202684375
576 416 -704876010
667 143 -234362056
49 850 568505984
326 122 -853930499
357 906 733864109
587 838 -41746858
917 846 427293581
412 569 148964544
237 951 302890769
679 510 833184018
98 271 -724992879
233 71 538294274
793 525 104138185
644 719 700811677
986 422 866476322
755 285 933412419
94 481 -282083202
512 571 -713271552
220 434 -346767992
768 946 -406407378
96 863 653009600
552 488 842240684
3 775 965990664
212 207 -829670115
926 416 -111535081
924 865 -233811557
718 770 -27962689
302 469 -160496471
511 116 8987605
19 676 569637360
274 759 -289393613
552 558 -830839590
94 205 -537102450
908 5 508810703
602 309 -46619765
969 636 -231684120
913 210 276624374
566 870 226077375
483 127 421118685
560 802 -649916941
25 77 -715721073
525 356 -940334379
900 513 307069661
272 323 -226700467
806 95 571901642
234 227 -89527773
218 709 151836649
805 948 -528628476
209 553 164692042
697 306 317605087
140 997 -642187656
518 957 -128042675
653 228 -222726086
494 948 38046721
152 827 112623717
663 4 428156282
187 132 -811795934
125 186 -776306908
792 178 -587640319
461 606 47495109
805 632 -92587296
617 813 -741851499
767 949 387251782
334 680 -829044915
789 747 105312250
759 479 -630434275
324 863 -442196155
738 802 -254174434
46 764 205309664
313 309 735667545
177 936 -327826146
370 826 -338646619
408 343 -480171016
600 141 460449688
451 805 552401265
1 434 -623139346
450 54 62601866
724 872 -455333195
75 947 166569643
671 802 233515548
28 723 516586530
762 927 -783106317
888 340 -465027026
257 842 868298449
717 132 226211849
799 375 -317576190
54 771 712112914
87 560 798986463
822 329 -97982233
65 155 -183857476
509 573 904059737
358 814 543888794
981 173 -878491761
935 557 204537854
857 323 311621032
885 579 859492957
571 835 139752649
923 529 148071311
822 935 923124062
788 658 -374335732
924 610 -411351391
606 424 405001661
354 512 925732776
118 683 -266783847
144 468 -643313075
41 929 -448847811
834 11 264190587
770 116 105145261
388 817 -749380685
127 995 -775711034
623 197 911481412
412 680 258003204
549 823 55605280
491 586 997031854
797 898 -923733787
86 280 -288462784
999 659 -846027201
718 276 -683959603
147 37 -134680134
225 868 133826723
999 594 529315402
708 476 404423720
712 161 -669411009
300 154 567686689
464 325 -300747809
189 65 585347761
57 834 72281103
425 403 -886783953
80 213 911979720
888 392 653957977
361 824 272957718
592 657 -836910823
178 804 871780203
382 550 888439794
279 373 58115970
992 598 -719816726
778 71 -451077683
669 835 -419845581
413 575 241787543
129 985 -621209952
653 589 778401126
398 497 -740645982
675 968 -879278643
148 992 -932911691
550 242 61846702
504 541 -873423500
647 687 -204002375
792 946 -881600591
533 485 -563404485
19 883 -271613943
6 64 -417787096
694 23 156269989
895 747 613277180
20 958 876419074
371 843 758296269
641 846 930984387
749 23 -6108552
505 61 840356818
691 776 -338640560
630 756 237684218
266 381 -454140030
296 535 -385781231
437 164 -191269697
665 828 -216385966
646 870 408149071
901 388 746115703
855 125 -889400786
792 58 -353653648
672 811 -740817080
55 306 -363672371
33 401 -634574585
509 901 73446398
112 41 -857987465
772 827 -892797006
390 584 -916150494
699 550 328157714
358 228 -231341001
418 194 -639206368
638 696 316616112
858 443 -24661939
547 208 -879788268
226 39 931823654
726 245 227835626
415 349 813703847
147 685 -780083167
759 873 -587036534
851 859 -294459093
927 894 -929453161
711 185 801046674
884 806 836040922
843 994 -665188931
926 897 956606346
929 374 -723879946
138 21 405477560
800 347 -2630253
926 649 -994176688
140 550 305768
660 837 -331939118
751 257 480943276
396 229 994944889
917 895 855647008
402 329 -784005435
28 777 -507021679
15 187 499472439
583 555 -818271706
537 539 -373215041
313 295 -126539718
212 801 932802017
426 337 314254449
312 342 867982394
538 791 550220931
261 809 -786711375
977 547 863882666
294 397 306386135
697 969 547821485
96 724 393517220
594 161 -418165572
429 718 434132990
717 367 -947971554
790 279 -815595873
920 76 -213072754
340 626 337198511
20 511 965894352
522 304 -589789692
39 965 -817022227
12 126 770915648
1000 264 -567813868
886 13 -525893431
422 940 809987833
382 578 -638537801
458 584 405417234
466 646 38483729
239 916 693183982
528 358 794370819
809 628 835389329
602 466 998246504
70 474 -374203945
646 209 -42359611
674 556 422417282
98 903 796733374
663 737 235835039
138 758 491000883
70 678 -509567574
674 656 165895604
49 497 -642841516
57 173 823090520
347 429 110964385
562 820 229069446
922 697 845444789
930 565 861480245
277 754 252477214
295 815 499893053
545 515 -962616737
958 44 -787785854
279 559 507940030
920 381 650107868
648 92 406417555
149 467 -200008705
183 762 707848715
222 769 -172233415
473 830 -676094868
706 738 241123896
245 985 -500314755
964 46 296548950
516 854 487165919
953 972 598358187
454 652 171104482
838 368 751591881
526 317 25081382
948 166 -330579023
302 367 -916402957
711 647 665269949
421 681 532996121
602 87 445349665
438 381 650905215
379 568 42557099
848 19 849730263
75 119 598535566
211 488 -669859819
359 984 865481964
479 186 639383220
14 178 528958915
389 783 225267487
728 548 635355651
604 829 110053246
9 551 460340878
310 677 183678910
630 191 -278222782
33 237 -437940633
678 987 269202120
702 683 981254704
969 507 842122552
796 444 -265680199
133 881 368864871
314 963 -231826144
276 455 -418439258
633 937 -339258640
505 276 120051174
92 286 -186080851
635 358 429263963
862 368 249847384
177 88 140217063
538 904 -981426835
95 931 -295418840
443 679 955676623
225 945 609523928
682 520 724932041
404 409 -963910071
514 909 591998526
482 746 -153794119
720 468 -574248696
291 995 205696853
48 54 -236994417
127 760 -256214011
802 185 260772145
707 41 -142537022
470 545 -164444231
706 385 860108387
275 789 -319920931
924 523 728549741
967 668 462146493
550 390 686881771
791 960 -372609829
709 15 978336281
184 7 -495397893
45 732 324775863
152 367 156224364
899 650 77835070
561 676 442715806
335 841 -122696950
709 156 998515997
271 95 679757150
764 517 -153815605
670 728 -274560054
409 191 -265937214
541 508 262898549
26 739 263695266
900 367 311886568
806 339 62867812
163 788 -660238134
956 619 452124830
172 642 89660114
170 471 499323683
722 400 656327457
141 522 389908244
302 665 -427185257
896 870 560470652
493 225 -737425047
834 284 76816009
11 104 -978872929
743 875 -634151399
256 459 -31545029
893 53 931250394
757 131 41871104
555 843 -19928677
883 395 -224849815
308 181 -327680417
373 873 162373955
55 814 -248538136
652 827 619802438
76 619 -405083050
398 525 -696933922
440 341 -248002001
827 692 295229905
120 858 360811038
712 744 991004634
357 793 -754434330
381 291 228393843
943 153 97320710
995 68 -220995563
872 839 506730922
419 493 468980224
431 515 -498693038
38 29 460213394
689 395 -938644002
905 868 962895905
174 613 -647829980
294 986 -252577968
798 226 253170868
696 881 -545957932
170 113 984792262
13 261 591229009
681 319 -619324128
990 833 373989917
652 900 785880635
297 817 383404529
524 336 -549523027
271 782 -540348005
802 512 -743406460
937 727 145086128
315 656 -37016424
681 538 521459313
888 302 342086569
373 46 565232601
467 912 985102424
118 546 45778554
9 532 -278040802
167 557 -869503200
642 512 -740323189
563 189 667304537
962 947 -888436811
394 74 -618458662
432 566 692546683
113 163 130667033
119 441 312242082
500 436 -304505410
962 946 -314285093
8 248 801414319
310 824 -93363891
391 965 854632458
716 444 -356305544
964 69 -555010990
596 876 -28170581
326 128 -623320158
612 370 -891485371
654 306 -128316912
106 736 -681857230
576 683 -342219416
609 34 681622250
303 417 -527077052
878 906 245859268
861 720 9139596
375 850 -579257924
704 941 213751183
278 725 -168795156
116 341 -344170567
899 475 466602864
747 299 559955347
853 710 -888429152
53 444 481993319
906 674 87428646
862 798 728351149
869 363 910861429
272 243 -663167329
823 883 504650934
112 370 -777887709
844 736 406302554
620 63 691167263
547 888 587250642
113 329 733075695
262 860 242118672
869 157 512627006
164 257 176440487
112 987 524565131
690 439 -66633413
506 554 16858603
652 442 -291376789
432 771 -237530115
741 137 -280629612
889 457 520235327
813 512 -726949634
807 938 -785949276
248 598 -93992253
965 713 -24830072
8 554 165014611
365 527 258793788
381 452 242178848
879 227 -873033925
989 199 967753756
458 336 -899339967
220 739 479426867
670 272 -446020863
721 559 816781229
553 892 440249524
635 700 -775651800
234 517 924291056
517 764 -225568147
66 88 -144957486
960 278 673607214
142 893 -990452558
94 879 43411316
637 348 748050146
687 484 947719215
624 348 -774434010
872 755 -803910072
74 667 -769716383
13 307 404458781
367 547 -598756323
1000 670 776021564
875 426 -881407046
338 218 593832977
367 57 104396342
148 147 -626416857
366 577 831158314
503 567 -138730994
349 113 -907524468
617 1000 -87448301
617 82 -229531795
299 664 -533568080
482 120 -260536199
794 565 -253617352
520 711 -776509615
362 895 -333885989
500 534 96092547
957 705 152847810
405 647 -388862193
397 885 -811080341
310 872 -242742212
932 280 -626991022
724 863 -978296189
231 465 917493536
250 846 -553470019
667 487 568088845
643 33 762479452
574 416 599270936
185 245 588455650
337 920 35663231
772 651 146603892
133 204 149642935
581 649 416690031
322 818 478635351
673 78 -799525157
609 395 -207775528
501 733 167054140
189 748 61438992
858 873 664518525
958 798 384335755
553 895 -72319609
118 91 918039507
645 16 -1929331
4 267 109451162
619 88 726333183
605 105 -172104948
180 567 831301332
136 461 -862538837
179 483 -802687930
246 715 -62135480
348 837 585573784
738 725 194504085
729 271 -856702160
566 339 726068916
828 692 -785640127
349 609 -407050835
722 48 -952377836
525 965 963957237
388 33 -343030481
81 311 763269196
625 245 842408546
538 519 429307803
129 865 -277433606
361 520 -763534153
708 881 -771768302
721 264 179637930
846 229 903261740
79 234 -328484125
277 901 -880680301
273 682 -599097419
175 20 -192573654
428 376 948340452
382 755 919511798
247 445 479031123
504 873 -586061586
876 956 -558330260
667 27 500147255
788 794 -906112747
120 808 960453835
565 502 -82233701
248 775 -266392851
480 953 827968347
966 594 -417437924
746 972 -514936535
393 520 633563172
200 221 991362643
149 675 519069375
888 285 199913060
534 588 -555938667
147 567 -917682922
20 254 -215901435
225 191 219367285
532 274 -990357433
940 521 319794763
806 511 -778053374
52 993 -686677156
512 324 733004599
376 383 383003439
5 988 -597049647
999 917 -80591286
