1000 5769
689 713 -8153567
688 997 5270113
5 947 2994851
715 964 -6602152
129 704 8810684
224 630 -4948513
592 598 -3916709
432 837 9490450
31 534 -2789607
879 612 2983448
221 783 -8514480
453 536 9968121
246 238 9005630
322 803 -115480
697 338 6045468
331 66 -8545212
18 366 2930462
300 217 8140069
804 903 -3003016
744 98 9782434
426 562 -4331972
891 547 6665922
477 174 -5593931
130 333 1294644
716 56 -24025
607 420 -7536804
386 772 2633329
359 435 5247121
951 501 2867331
871 578 1034711
474 297 1443526
239 534 8808290
88 745 -4012007
325 206 2298212
174 126 -3948820
606 466 -769588
580 868 -5109977
842 593 -7933765
399 589 -4238916
828 515 279922
660 947 917024
717 838 -8862578
354 276 -302516
121 520 1773766
216 13 -3880334
222 435 -6246656
336 246 5632804
509 242 -8875975
667 971 -7506912
482 147 -6929290
972 115 -9032675
389 494 4670640
738 994 -6022537
686 474 -5393082
771 991 -8664385
283 18 5045682
221 802 1300070
589 40 6468670
553 249 2155408
373 998 6950019
876 444 -9583413
890 204 6616890
176 956 9696202
137 985 -6701937
880 538 -7415619
291 625 -9134306
506 235 1507024
842 236 -21315
77 395 -881419
195 136 6687703
217 63 3999641
676 707 -4191166
771 894 2135510
30 46 -4670498
473 781 -805655
791 972 -7670176
908 946 9953639
143 37 2128665
316 215 2855506
375 546 -5324392
20 351 -7180270
146 339 6556667
419 89 72941
100 177 8956091
762 83 -5305403
511 919 -3369820
667 363 2678432
63 234 -2612113
338 451 -7671420
734 766 -8932635
378 211 2921186
691 74 7803419
956 482 -3552143
506 587 -1516751
442 423 -8731045
755 873 -9731747
812 326 -458581
361 844 1365352
22 628 1387258
151 386 -5666811
133 215 -6297873
716 615 9632204
841 220 -6929750
630 75 -8519028
368 313 8233526
664 470 4302330
246 178 -3276974
805 972 -7572681
656 622 -6375574
758 710 -2507330
754 873 5332231
945 570 1663180
354 684 5577227
220 709 6088747
560 99 -4682574
592 962 6136410
954 24 -9268367
412 450 -7663925
123 277 5670577
792 847 -2766825
749 349 -1024599
739 443 -4087784
165 325 -7132644
691 572 3191926
297 941 -5780528
346 162 3897802
587 311 5692823
476 370 -7795286
183 994 -6591406
874 846 -8051142
657 971 -8611761
445 102 5141965
269 319 -3661436
702 682 -8579214
389 679 -6457320
377 489 4963990
365 226 7191441
615 776 -3041677
888 260 6591818
610 220 -4494185
897 453 -1514942
684 328 9909035
892 484 -441704
148 647 756186
713 684 -5943447
211 471 -6952133
183 325 -431863
990 474 4942323
274 540 7873316
407 960 -9710255
422 546 887305
758 319 -1891137
357 638 9863865
124 877 -5353720
138 910 -8864689
806 768 -3353320
668 486 -9072311
105 553 6062482
942 695 -1335427
551 785 5708660
482 461 1547485
463 248 4303724
784 883 -5717418
770 424 4683381
162 88 -325818
206 364 4602313
371 396 -8839119
219 104 -3600615
910 590 -7769299
850 239 8218512
883 579 -5572296
215 640 -3074956
673 489 -2310539
96 590 7346655
364 57 1679894
692 501 7576211
938 866 -9901805
916 519 7848221
78 727 -7458774
199 555 9525324
278 402 7406592
716 8 -2030112
295 772 -4414951
487 22 -6769756
834 931 805890
195 963 7761451
906 543 905473
551 767 7293735
837 384 9294699
92 953 7671105
61 700 -7991627
622 964 2062417
943 352 -2812339
305 855 9791804
205 130 2895332
266 409 6185610
12 285 9218498
499 63 1700147
931 171 -3016771
956 795 4975947
707 710 2155554
907 132 -707801
101 317 -3027052
188 664 -9917444
96 98 -8046732
749 560 -6417156
9 785 3913719
221 700 4147035
760 290 2292122
960 249 7804413
328 667 -4850092
962 60 -3968037
845 378 -4895549
302 225 -1342219
510 776 1245149
66 245 -9559472
825 645 -5570468
305 814 6005849
377 516 5880689
105 178 -8272016
732 403 3397034
390 345 -242241
989 91 7859077
25 997 -4865255
109 896 2215721
53 810 -2675209
454 972 -8668299
225 364 -4153720
759 425 9351638
571 364 2708344
746 534 8661768
654 490 5536256
202 397 -30648
323 796 -8490722
172 537 6889912
469 326 5862639
77 901 -4658985
268 580 -8498046
588 645 -2827507
521 343 -2887306
75 331 -551564
313 708 -2215860
54 404 -5209742
272 544 6007221
362 505 -919370
415 363 8949796
50 461 -7976482
436 768 4577761
356 490 -1856665
382 842 2475143
829 707 1685685
141 268 -4772037
164 296 4150922
57 23 5163069
95 916 -5953612
459 711 -8007770
818 906 5583446
209 385 -3864571
248 85 -3824889
325 190 2899324
27 570 -9658306
225 136 -1953814
815 679 -442284
875 292 -3564650
516 30 988607
235 587 -2561715
769 978 -4355621
805 345 -4509370
61 206 8090954
43 915 -8904375
982 176 1619272
60 878 4822343
760 91 -6527796
289 904 -2013446
256 826 -5543291
1 964 -9528362
998 300 -4001313
214 474 9317695
716 758 -2340508
858 633 -147031
801 92 3120749
546 523 -1387294
626 211 -3594692
490 405 -422712
2 372 -7029975
669 368 -3792534
368 870 -7214143
422 468 -8931866
814 535 6962360
546 549 1422262
709 881 1226966
875 581 -3948772
492 343 2508982
666 247 9649822
973 707 4286873
394 642 1792914
162 882 -1306201
483 773 3409938
778 967 -9473854
490 818 3636861
137 526 -5925384
507 456 -7897673
58 137 -3457158
284 924 2692805
869 357 1703877
925 86 5098084
471 801 5288357
790 664 104102
459 349 -1244358
862 595 -3351707
778 976 1362291
961 594 -2643268
79 18 9381821
222 526 4779222
313 464 -5468227
932 144 -3083342
960 317 5178881
316 612 -2048513
297 786 -1268985
360 986 -5694221
737 16 4674120
920 406 2923068
533 56 -3900088
716 972 -4562281
715 421 -186850
68 974 -3063477
423 471 7301092
176 476 -1110862
844 14 9905886
527 453 2938118
202 728 -4877527
260 186 -4780819
308 580 4271035
174 367 -8492684
914 983 -208889
166 187 -1440376
998 259 2220059
22 158 -8868951
991 607 -289276
785 426 -2153378
389 490 1565015
804 772 8471148
646 319 -2962859
617 585 -4135667
458 314 -6172776
531 160 -9551572
123 909 8015564
555 228 2257484
97 422 -1051580
727 543 -5431501
527 379 2802195
480 528 -4430190
393 129 -5917674
505 937 2538814
170 624 1835545
79 41 -7323511
146 847 1836343
746 228 3763395
134 915 -6512536
454 30 -7550871
951 567 -4609682
930 567 -4906584
776 840 -748785
834 649 -3424473
437 897 5180038
178 192 6077621
692 80 9462174
413 946 -194419
915 53 9283368
772 647 -1326808
917 701 -9758984
394 632 6262475
136 547 -9353880
366 889 2709645
288 474 1714078
487 331 2088286
934 505 7804891
54 369 3602292
15 833 6427614
64 279 6700651
819 89 2234778
228 367 -9437614
412 942 6606842
609 594 17987
569 81 -8969176
550 625 9591239
944 867 1437474
39 48 9682027
760 887 -2397142
946 655 2161903
62 546 -3808534
981 542 -6168154
149 544 7296005
971 352 -329007
432 496 9984218
654 198 -5851115
831 557 -1306675
958 609 -627142
390 196 2143452
630 871 7717086
947 535 -9129903
30 937 1810882
709 904 7484341
743 555 5821565
432 444 2399087
294 12 -886877
152 647 4946711
13 781 1287027
238 693 -9419182
811 92 -7504607
445 462 4323061
227 408 7131202
591 213 6408480
666 679 5090057
234 787 -4436487
579 922 7423656
489 975 -2713365
234 151 -8329029
470 613 8042608
662 301 8137256
265 735 6513233
709 723 1391961
147 196 -6068075
293 441 -3138497
401 402 5423132
581 104 -5791601
711 299 -6713393
398 22 -8267841
86 971 4704611
800 380 -3363915
538 552 -2456560
632 522 3571086
310 683 9983254
993 700 -1435079
622 606 1508323
353 230 -4186904
277 625 -4973255
437 8 1138811
643 18 -1915832
472 831 -6282356
847 264 -3343530
929 840 -9303542
928 352 2118654
352 983 2033168
47 593 -7904431
896 618 -1651647
805 622 -370282
674 296 3436290
152 917 -8862874
454 963 -7178474
407 62 -6751126
697 291 1878390
461 682 -9298872
347 390 -9285433
33 599 -1007560
44 870 -1825697
529 159 772255
133 252 -3992626
739 71 1615072
548 882 7473079
422 526 8417451
19 14 8372228
413 777 7604024
880 31 -1807225
953 706 5071090
5 698 -333388
893 650 -3384877
406 733 -3004000
669 580 4915143
103 769 1839771
843 465 9390650
758 55 8004496
520 195 -4157642
215 814 -3986584
135 274 -5042100
784 635 -8622154
279 167 -448151
185 155 8323286
698 1 1234246
173 514 -3659605
138 132 6369393
542 773 -2224855
645 231 -5600449
285 118 8595977
541 548 -549327
423 617 9805903
998 456 5573875
36 606 -6628777
759 670 -65558
251 471 8932053
710 912 -7324413
308 691 8676180
397 79 -7988034
721 819 998816
138 844 -8281492
9 206 1694961
565 926 4927154
930 730 -8990824
421 576 3182351
789 878 -2546477
611 616 -423879
432 411 7423618
783 566 -9932485
415 142 7676418
278 43 7305649
535 151 -2413578
532 355 9122945
317 836 8685106
679 424 2555938
645 779 3411684
462 74 -5792656
518 744 1228038
157 443 8036953
366 713 -7931705
403 916 452444
783 135 -7149855
173 364 -3269437
901 563 -458658
439 267 2948497
599 882 5556866
676 290 -745193
20 26 -184265
566 423 9068973
485 690 -7282562
150 662 1350334
304 802 4712292
29 975 -4108247
562 213 -8899907
189 73 7912414
419 438 811470
371 728 6341802
454 206 6000258
874 656 -9447447
95 53 7946798
291 885 4853746
197 471 -5245339
461 849 -963878
682 246 -7511209
155 665 -5533688
212 495 2190787
304 672 3884357
375 909 2300303
62 679 -7915182
130 648 3333108
276 178 -9237624
301 458 -3758489
634 704 -1944024
603 143 6040336
912 36 91531
572 704 7060558
211 877 1453357
757 109 -2245819
474 558 -9502929
982 505 -4223456
651 958 -1536654
466 141 8472262
198 376 -5537175
708 229 6766773
202 744 5719214
253 949 -5117474
350 7 2220072
52 20 7434796
316 227 -4429172
149 191 -4973999
439 643 -3930838
945 619 -1548517
961 771 1160085
433 434 6281582
610 305 7765501
744 746 -3868575
156 16 3731259
891 986 -6392442
485 386 3447607
252 821 8933639
727 454 1229241
476 262 4444986
302 242 -2422952
853 729 -4687208
719 567 -2035844
945 691 -7395511
469 847 -8876355
695 713 -4357411
372 66 -9988829
411 912 -792312
1000 466 -2975227
45 952 316769
93 706 8191012
521 691 -4892870
963 286 -1957026
534 505 3835707
122 672 4614939
629 272 -7810721
422 784 8745476
240 448 -5013387
280 188 3891912
9 947 4673324
518 740 -6923421
880 593 -393594
751 153 -5991941
138 758 7912513
486 843 5941289
212 573 -9639458
625 770 -409524
418 548 4751301
171 43 6238623
122 718 8010437
401 624 8184453
520 668 -5619396
170 263 4833223
218 364 -5777343
181 224 6473832
33 836 5544963
4 704 -8377280
243 649 -2436163
599 880 -6975577
475 404 1797515
523 472 2491938
332 320 8750817
77 593 -6336847
709 787 -1776132
698 828 -2032751
479 927 -143046
207 8 3649163
398 544 2104474
483 590 1249150
307 378 7202232
596 520 -8203596
667 360 -7964370
996 745 -4057323
890 673 8452672
331 834 -3778106
192 240 -6619120
367 781 5207400
629 777 9042653
512 311 8848922
721 503 -8242641
374 566 -6888280
327 965 3267572
972 650 -2851194
556 441 2764069
398 474 -7733834
684 814 703353
241 66 -9232256
31 41 7270326
979 205 5112522
361 674 8091235
490 83 6614236
389 944 -3177335
583 585 2031342
388 515 454534
276 566 7946544
469 688 -3888032
218 992 823272
95 182 1848284
130 898 6358966
54 155 3600020
680 892 -3656464
978 457 8699188
396 890 -3301355
209 861 24918
404 796 5936848
839 534 -5016433
690 471 1962298
239 580 3043779
35 929 6974307
536 236 -4785378
338 318 4764982
897 850 -9621532
444 919 -3105451
127 690 9824460
436 713 -2270970
870 466 9083698
611 697 4348716
166 101 -3802911
4 567 -4738654
263 782 2530696
811 36 -7521212
340 640 8077039
93 619 -7509906
211 798 1929344
850 242 4352587
983 246 9351977
535 286 -8646934
964 436 -3408079
102 135 6791585
162 229 -4721104
299 3 9035482
286 416 -8913316
306 666 8835786
428 747 6097397
797 895 8428714
971 491 -8573077
310 341 1385441
434 900 -6243247
974 752 -5510601
144 383 -7311074
511 931 -6292817
109 915 4133633
67 201 -3610375
429 752 -3519892
846 539 4263502
301 341 -2951118
602 673 6422373
999 499 -9889130
850 766 -1704785
540 348 3531112
972 914 9546347
992 405 3360117
34 667 8852759
784 551 7931657
594 844 -2289474
734 507 6697922
861 696 8830796
427 780 1772159
399 554 735144
745 812 2767249
728 890 255993
648 60 6556302
668 593 -6578746
86 983 506396
198 383 -8895035
945 24 -6867997
11 8 -9501093
275 372 953202
239 688 -5981717
730 184 5061927
229 112 -6207683
651 206 -9348476
211 705 -3331359
127 797 -1983853
205 214 7699317
756 76 -598698
972 690 8755243
244 109 1250120
557 172 3372998
432 492 -2656409
781 184 6497434
550 841 -9029362
183 752 -4012440
65 512 5792435
526 934 8689020
36 954 9366151
137 468 299141
230 71 -6356757
652 905 5772023
506 849 320937
52 539 -3986518
162 293 6507712
184 743 2517770
565 293 3971989
984 727 -7715708
999 568 -5245696
274 968 5986152
605 105 2228459
17 860 -884483
926 47 -5715975
859 832 -5232437
910 929 3108792
8 101 3880252
831 973 -2728391
437 373 -308192
484 974 6108327
985 35 9821650
570 142 -407713
922 157 41
758 68 8880087
494 734 116094
293 40 5754176
406 47 -8114519
516 391 -822071
871 629 -1248371
987 910 4962929
927 511 9671926
380 949 -4015771
997 586 -3436706
779 5 -5258155
498 646 -6224875
463 578 -7747696
785 772 7043649
35 383 -7767877
436 827 1976179
973 540 -1346474
665 860 -8725457
522 822 -4124700
597 480 -8443907
133 484 -4968116
411 512 7881612
178 469 7400218
47 896 -9543024
84 160 -492061
377 8 -3619926
452 948 943527
983 960 -5742802
932 613 2702446
643 944 9468751
506 411 -9934540
169 939 -1497561
429 983 -401249
366 36 1864979
900 92 4658114
861 570 81727
353 548 7143345
423 673 -6409429
239 983 7262048
539 126 6935080
540 741 9786296
112 251 -9286858
330 677 771816
723 373 9891849
495 781 9051984
575 999 -8191135
460 555 9940583
582 545 -8983683
65 757 7373229
473 515 5621427
688 777 5565888
588 879 4499781
448 770 8292899
968 137 859234
17 922 -3549736
557 275 -7716090
473 877 -6802156
597 197 -1277294
28 762 2120992
378 75 6199787
641 649 -1847988
816 449 6751128
952 204 2863831
323 773 5623356
644 852 -5139494
747 258 -263616
531 720 -7922994
635 515 -8075277
340 185 524974
981 878 -5640760
949 216 -7879801
465 85 -2599485
582 795 -3818406
550 750 1940411
178 78 1347863
619 287 9375644
285 181 -6626300
548 725 3707340
131 924 8011253
526 899 -8542426
924 78 -451793
489 107 6166372
771 351 1871680
738 737 5325529
933 395 -8296307
336 357 -5918045
882 195 2783261
109 934 -5036319
828 101 7184218
217 279 5245235
529 953 7416333
853 64 -7012629
700 726 3718396
284 703 -5740081
564 889 5626765
432 940 -9335374
165 19 5456647
101 936 1559628
92 150 3093409
55 66 -3735799
960 311 7844240
330 790 7601408
104 432 -6315550
775 790 -7678540
13 709 -7201454
557 961 -2355681
671 305 -9784185
57 710 -4861479
742 361 -4782275
330 536 -5888870
388 921 -9482344
932 207 4179766
713 273 -8626623
401 195 -290477
804 749 -5369040
614 984 8873875
506 138 -8372464
890 799 4712236
308 429 -3385353
705 921 2258951
313 897 1812875
737 1 -6641916
568 613 -3652242
982 274 3417703
957 530 -8506160
82 970 -923993
961 278 -4064029
225 141 4057387
14 250 3843799
452 692 1874898
435 870 5753097
973 958 -7317486
869 798 -3566161
204 154 -5554719
732 499 -8660565
360 456 -6318088
646 536 -4163553
738 428 -5481171
950 437 -4241671
980 600 421495
396 479 492257
920 548 7871604
922 820 -1411472
88 230 -4255893
877 453 -8411748
8 311 -3254984
408 920 7411554
489 993 -2242959
359 507 -1183042
28 33 3925370
491 13 3898328
499 516 -9049036
24 971 -7100241
910 674 7486445
13 542 -4233710
619 25 3583195
686 446 -6031165
427 273 -465536
159 936 4508287
386 207 352331
543 683 3836848
635 814 5418584
947 886 4871507
473 387 6022326
214 402 -6098404
973 860 3736921
336 367 -3047368
651 918 2841931
543 202 7834143
974 784 1743933
226 812 -9435376
864 744 8222842
857 946 8885797
34 217 -6373758
713 347 1926718
248 398 8691117
739 490 8489423
116 352 -8703886
255 95 2044726
841 246 -3716503
141 485 -810655
964 726 -6914929
312 18 -5578989
624 291 -8321851
501 819 -351426
40 927 -8093564
523 537 5783916
786 38 8031360
141 606 -9354374
420 909 -4367231
526 272 -8253024
21 621 8854195
19 827 9965406
610 790 -1548298
202 324 9745898
913 758 -8426694
82 263 3287301
283 714 4997875
609 835 -5682062
494 560 -4044758
27 120 -1700035
375 205 -3531863
620 75 6521230
597 274 9541382
148 243 970399
394 659 -1238575
602 501 -9729230
851 174 -4807118
329 69 -4380051
678 93 84504
89 868 704378
835 707 -2127429
588 371 -6423301
663 272 8328863
590 457 -7116795
970 122 -2784707
468 312 -684250
994 440 -5954065
932 913 -640200
553 860 -3703531
664 923 7119723
783 736 -7184302
601 551 5825628
873 204 6338917
523 254 3524618
781 579 -5272191
620 682 9640864
478 373 9823958
916 981 8147218
50 535 1346517
923 207 6648198
122 950 1138999
379 158 -1571800
97 968 2202239
170 712 -3041328
28 476 2524421
13 345 -6316184
128 759 -9268148
965 506 -7047746
500 264 -2193233
252 356 -4898773
393 92 3672121
729 394 5740842
529 469 -9916744
803 486 -7572723
730 661 5871666
558 25 -4064262
505 996 7623736
952 662 -2699820
730 164 -6393032
212 791 460705
64 929 8388518
499 471 913956
439 909 7985600
788 90 9910628
770 616 -4230424
388 133 8927871
922 748 7389466
876 296 -89576
837 944 -1146647
345 391 -3882440
939 187 1740073
181 73 -5116191
888 51 5018907
353 387 -4229474
394 887 -668787
427 572 -2633180
581 610 9290794
601 366 -1230806
97 658 2097984
555 646 4653871
571 831 -1548570
511 823 -202411
859 356 5051802
751 835 -2785958
295 705 -9646843
877 583 -4320883
197 160 9820353
222 54 6176056
684 231 6988634
164 66 5409289
683 239 -4996822
128 41 4871984
481 255 -9890629
780 81 2424076
432 353 -5302643
375 512 2058080
263 960 -9430384
556 598 6422940
560 603 -6513765
899 21 5599972
521 365 841550
267 578 4656622
839 273 -217647
761 638 -6672869
588 537 -4081013
746 748 -3993998
447 307 -9880554
889 118 9205579
326 810 -2574524
28 744 9171115
380 507 -8581630
865 171 -7022224
974 530 8369571
388 797 168139
550 748 2549941
656 35 3454804
175 633 -3271761
607 430 -1438114
650 946 7335337
773 539 724259
725 769 -5727586
183 351 -5411467
148 236 7717212
578 556 1616764
955 156 3716731
193 737 5094974
606 905 8775796
605 275 9176392
985 88 -4738294
135 761 -7947733
186 70 3442867
383 200 6295729
772 551 -1880586
157 533 -1676039
919 860 7243523
457 124 2965317
491 97 -8302170
147 127 1385039
638 759 -9643672
727 683 -5859630
60 661 -9593779
553 712 2385358
344 609 7495740
697 864 9175300
584 626 8543762
156 62 -2307017
232 236 -9839532
349 720 -5402585
134 748 5975057
263 916 -4545231
288 308 8602533
311 762 -4915861
15 785 1960123
506 129 -9137804
769 720 -1887809
431 620 -6075001
612 462 2701410
530 839 7000161
985 11 -2429890
551 657 7245492
874 607 3702598
267 423 -6632747
993 628 -5055008
43 284 -2470782
346 749 -394964
717 876 8676765
245 112 -97741
776 353 3512555
686 291 3465597
507 552 -7062827
654 406 8676658
792 965 -5913744
561 580 -7918609
141 809 -7579556
267 521 8632944
731 935 -5273594
58 151 -2630625
656 19 5045538
470 166 6209362
324 68 5231593
420 706 7286359
44 895 2638584
733 917 2375533
356 605 -1768379
682 486 6227483
158 506 -1703762
83 555 -678400
977 282 7215216
269 747 9523685
846 17 5452337
790 267 -6221311
224 795 9624649
442 625 -3325683
544 778 1609661
806 249 3204338
72 976 -5194369
343 913 -128376
319 221 9740734
764 20 -4823663
51 91 -1105666
178 595 -7592824
866 354 9740828
500 984 8233361
893 443 -6799295
842 204 -3710838
613 577 8294929
420 744 -9016468
994 515 -8733027
936 386 163254
376 716 7637010
515 695 -524943
624 568 -9017194
247 776 -8126248
576 396 5137584
158 924 -6782058
258 864 -499265
617 234 8053945
1000 765 7674419
294 244 -3435016
354 249 8875159
377 317 2439205
744 702 -5757178
55 878 -2184931
288 882 8135357
451 869 8212589
883 160 -1049715
249 255 -669177
958 253 8476698
421 680 7755253
822 178 2276172
992 798 7143014
788 659 -100466
615 888 -3547994
160 802 4570770
449 53 6839357
379 953 -4494137
455 860 -8095138
344 741 2945186
131 773 -6620935
276 470 -8499732
730 62 -5804073
245 529 3827826
327 351 4428727
769 545 1471707
665 600 8536432
674 579 -3386458
130 958 3771390
433 903 -6086505
463 503 5164549
182 882 4428501
422 944 -1913105
473 366 3775525
426 476 -2693386
760 872 -6566378
893 460 -4498108
137 765 -9241717
716 918 5528299
749 941 3828678
203 410 1004369
120 598 -1957810
450 910 -7753505
120 928 -2057186
741 396 -5997629
818 867 -3948601
310 40 -1099548
112 3 -5084567
543 880 -6031005
124 495 -9809892
371 780 8759633
143 695 -6821828
102 990 -4772343
167 601 6705300
914 556 1150317
34 696 5282636
898 107 -3966152
526 471 -4483077
711 584 1792183
835 822 3309997
406 591 -8458382
906 639 7877725
785 707 5496401
187 107 6508659
477 284 7394095
677 910 -3529108
552 13 6248176
9 405 -4544293
975 133 5063330
778 875 1374336
522 130 3375888
114 855 2638129
476 31 -6934503
450 649 8666657
40 138 -2747659
246 967 -7268763
597 203 -1931154
814 104 3725950
293 117 8731461
906 235 -4562125
53 688 -4258566
5 130 -4786337
390 166 1013183
99 702 -803902
325 746 8167335
103 385 -1561906
754 366 -3945472
38 821 3903184
535 193 -4015567
829 299 -1164214
805 68 -4817595
279 150 -910386
345 43 -3257960
309 878 -5538414
56 90 -7924568
879 37 4910443
490 801 -1042312
846 6 -3054960
985 292 9574531
352 36 -9211010
994 53 6913771
577 897 7170443
617 825 3452773
695 942 5874390
627 269 4978509
455 334 2987336
77 239 8956416
801 285 8929350
360 852 2750932
382 8 7539083
681 506 -7141830
315 360 2400343
238 959 1489359
259 493 1139702
949 597 -8526225
816 281 3512107
823 767 7888800
420 63 4111651
275 587 8418983
386 56 -8527157
598 37 1895428
70 207 -825006
905 39 -2226937
950 157 -1691340
268 719 -6975432
97 934 1722996
764 253 5353840
798 257 1579564
8 696 1982547
730 68 7271207
395 232 2754754
850 904 2160113
979 932 7091328
997 543 2175909
246 961 5961813
771 999 342454
207 744 5166602
139 51 -6652724
328 861 -8167554
200 624 -1401161
657 925 1649489
253 2 -5256120
548 241 -6948324
963 566 -6673079
243 350 7664447
327 227 -5373211
906 721 -3907519
382 371 -9260654
605 422 -7508177
274 677 2856828
718 984 -3607694
468 691 9725589
628 555 -6555833
96 995 7725267
594 162 -5670432
703 761 -2096015
983 451 -9649428
767 802 69188
986 886 -1811677
3 702 -9487189
575 647 1683532
411 140 4645272
928 341 932466
380 480 -8199749
289 763 1349575
431 10 2279141
192 645 8514414
966 493 2732863
272 88 -5510126
959 766 1456288
246 225 1111362
448 579 2195925
989 147 7965593
407 873 3113833
969 473 -1989377
779 872 8631137
951 13 1103335
82 350 8200961
754 210 4530443
532 516 6125966
863 766 8612373
904 414 -3676225
365 880 3565198
740 837 9193351
747 458 9670182
279 870 -5079037
747 642 -7673000
457 483 -7055357
261 832 1850685
853 638 6266688
529 344 2495073
395 102 -4720271
899 308 -1163548
71 226 -2481049
426 589 -3446619
1 601 4016641
27 500 -1948220
839 435 -1679738
451 524 9512676
371 550 -2950797
474 778 4038543
907 169 7900426
434 523 -8300644
981 165 5456313
256 962 -1556244
663 123 -3849862
10 742 -248551
504 672 1567768
550 302 2882328
251 404 -7817871
696 569 -9709432
374 813 -4238916
382 268 225812
414 103 -7924134
493 754 4738966
342 201 -9685287
500 833 -9827179
168 898 281183
414 935 -1036686
697 549 7525205
621 279 -4211434
247 188 8592470
905 542 -5685663
160 972 -105025
773 512 4005986
849 352 8224460
910 426 9614433
411 33 3193949
819 697 5889539
324 773 5082852
207 64 -3353959
728 326 2046413
823 979 3653549
829 96 2798918
714 452 -5837158
362 539 -5977503
54 423 -4569526
666 242 3961928
439 305 -3580739
444 457 6140317
791 398 1136850
69 604 -8072161
874 740 -4757520
140 593 -7971291
762 441 536428
85 405 -9683581
846 857 -5341708
411 415 378760
821 541 -9227584
205 135 -867339
137 685 2948666
112 47 -4409580
169 740 -100934
861 871 4735777
45 96 -9604239
648 168 4384842
475 756 3556049
108 263 -6198200
97 197 -8637824
7 454 4702269
554 595 888348
888 716 -348927
815 592 1683878
135 354 4221583
375 608 3537599
351 879 6496382
724 73 8209398
559 156 -8486690
806 947 4652449
187 887 -3813257
664 875 -2614643
734 692 -5223822
181 259 -1004520
67 931 -7384505
649 933 -1564521
800 489 7956925
208 346 -6544681
958 523 -1694170
892 105 2639454
214 303 -7171610
604 451 -5035193
849 241 8303071
346 791 3675985
690 716 -1324841
621 289 55470
312 936 6150061
993 247 3870911
852 844 4790746
248 828 -9714832
54 122 -8050060
693 787 4712797
897 39 6960079
790 818 -4085719
856 210 -251399
649 364 4355007
378 864 -9820009
76 262 7143301
552 311 -1882741
967 708 8974281
868 597 -3921772
512 330 -8927119
86 737 3684923
964 3 1776174
200 102 5622317
335 262 -6204196
407 737 2202784
335 224 -6704723
486 882 3847324
754 972 -1573453
618 818 7059394
321 793 312212
243 297 2509978
148 928 651247
579 127 2941849
546 160 2748748
122 984 4406034
1000 244 56748
842 131 8386845
246 279 -4291703
69 886 -7068320
950 869 -1925782
658 134 9985119
41 270 -5894569
55 416 1560046
94 124 -8596060
180 497 -4863474
837 119 9587259
563 999 3360242
12 49 -4892961
468 569 -5020573
618 272 -9699805
425 130 -6657682
781 450 -7632625
843 457 -6315613
98 435 -546727
781 309 -1132921
570 283 434479
969 622 -8555641
776 175 7746971
476 603 898159
500 466 7910011
424 427 -649989
